# 11/09/2024 09:07:00 AM: Volumes - EPEX Spot Market Auction - switzerland
Delivery day,Hour 1,Hour 2,Hour 3A,Hour 3B,Hour 4,Hour 5,Hour 6,Hour 7,Hour 8,Hour 9,Hour 10,Hour 11,Hour 12,Hour 13,Hour 14,Hour 15,Hour 16,Hour 17,Hour 18,Hour 19,Hour 20,Hour 21,Hour 22,Hour 23,Hour 24,Total Volume
11/06/2024,3193.9,2964.8,2976,,2917.9,2774.6,2837,2836.2,2904.5,2675.3,2885.6,2598.3,2979.4,2798.8,3157.7,3249.7,3279.6,3071.1,3126.6,2844.6,2819.8,2551.1,2610.9,3145.6,3437.4,70636.4
10/06/2024,3747.5,3772.4,3720.4,,3727.6,3693.1,3392.2,3853.3,3430.8,3514.2,3368.8,3325,3476.8,3527.2,3735.4,3811.4,4177.3,3755.6,3548.9,3439.9,3061.3,2964.4,3000.7,3177.5,3055.8,84277.5
09/06/2024,3689.2,3032.9,3489.4,,3386.7,3354.2,3318.6,3388.6,3329.8,2649.8,2480.2,2764.7,2964,3009.6,3080.6,3218.1,3019.2,2735.7,2366.4,2621,2919.2,2826.5,2910.1,2927.8,3137.2,72619.5
08/06/2024,4617.8,4424.4,4221.4,,4473.4,4033.7,3143.7,3265.9,3046.2,3000.5,3046.9,3383.1,3399.2,4063.3,3768.9,3766.4,3860.9,3822,3194.6,2715.2,2870.4,2958.1,2695.7,2529.3,2935.8,83236.8
07/06/2024,3952.5,3828.3,3840,,3536.3,3988.1,3045.1,2990.6,3767,3664.7,2971.9,3218.1,3036.5,3235.7,3470.1,3416.2,3367,3521.2,3247.1,2728.6,2966.6,3711.8,3631.7,3954.8,3637.5,82727.4
06/06/2024,3916.5,3286.1,3300.1,,3326.5,3357.5,2379.3,2273.7,2951.2,3306.8,2838.9,3015.8,3287.3,3548.8,3783.1,3511.6,4111,3573.7,3505.2,3142.4,3086.9,3468.5,3408.8,4097.2,3943.3,80420.2
05/06/2024,2800,2433.9,2803.7,,2732.9,2559.4,2828,3183.7,3075.8,3226.6,3418.8,3140.2,2795.7,3036.8,3027.9,3043.1,3017.9,3284.4,3529.3,3397.6,3238.7,3265.2,3671.7,3960.5,3853.2,75325
04/06/2024,4056.9,3894.3,3894.7,,3950.7,4077.2,2854,2787.8,2759.3,2947.6,2936.1,3787.1,3258.3,3222.5,3550.3,3878.3,3408.1,2945.3,3486.5,3150.6,3091.9,2897.8,2580.2,2799.1,2635.8,78850.4
03/06/2024,3321.9,3251.2,3180.3,,2954.3,3116.6,2570.1,2809.6,2834.5,2821.4,2529.5,3157,2484.7,2352.7,2506.2,2369.9,2290.1,2632.3,3277.9,2461.7,2544,2507.1,2538,2559.6,2692.1,65762.7
02/06/2024,2726.6,2918.1,2931.1,,3082.5,3049.9,2764.8,2777.9,2408.9,2754.7,2376.4,2339.4,2419.6,2527.3,2494.2,2602.3,2531.7,2454.7,3160.1,2710.3,2294.4,2493.9,2870.6,2757.3,2756.8,64203.5
01/06/2024,4456.2,3562.2,3232.5,,3234.3,3349.9,2661.6,2594.5,2785.6,2668.8,2435.3,2881.5,3374.3,3194.9,3112.2,3281.9,3426,3244.6,2952.8,2738.8,3035.6,2977.4,2891.1,2943.6,2822,73857.6
31/05/2024,2600.6,2587.5,2478.8,,2564.6,2421.1,2253.2,2333,2457.9,2589.4,2644.5,2655.9,2606.1,2738.7,3125.2,3174.2,2585.2,2809.6,2902.5,3004.8,2594.5,2399.3,2616.3,2461.7,2800.6,63405.2
30/05/2024,3415.2,2730.7,2804.8,,2710.4,2878.2,2776,3633.3,3249.1,3055.9,2548.4,2437.3,2821.2,3115.2,3120.5,3068.6,2725.8,2893.7,3472.3,2785.2,2825.4,2900.3,2854.4,2852.9,2648.2,70323
29/05/2024,2016.5,2105.7,2074.4,,2250.4,2385.2,1987.1,2281.3,2477.6,2380.9,2271.9,2339.4,2652.9,2905.1,2890.7,2830.2,2435.3,2210.8,2865.1,2752.9,2647.7,2507.3,2497.7,2540.9,2357.1,58664.1
28/05/2024,2692.9,2388.9,2245.4,,2322.8,2341.5,2403.2,2312.7,2239.2,2363.2,2573.4,3051.5,3287.7,3330.6,3514.8,3391.2,3401.1,3474.4,2980.7,2796.3,2778,2680.7,2556.8,2395.5,2453,65975.5
27/05/2024,2943.8,3018.5,3173.6,,3227.6,2842.1,2819.1,2614.6,2421.1,2756.1,3062.5,2424.9,2208.1,2413.8,2673,2376.7,2385.3,2319.2,2512.7,2485.4,2331.3,2045.6,2181.8,2178.2,2274.8,61689.8
26/05/2024,2719.6,2874.1,3028.6,,2659.6,2856.7,2478.3,2797.5,2865.3,2992.7,2242.9,2255,2455.8,2640.9,2531.8,2509.4,2326,2158.5,2563.8,2421.2,2602.9,2909.1,2917.3,3024.7,2685.2,63516.9
25/05/2024,4289.7,3850.6,3553.3,,3255.7,3312.5,3152.2,3085.8,3813,3163.3,2808.6,2800.7,2794.4,2872.9,3097.6,3210.4,3181.2,2981.4,2936.7,3802.4,3875.3,3170.1,3102.7,3167.6,2985.7,78263.8
24/05/2024,3519.3,2890.9,2569.7,,2637.6,2726.2,3162,3196.2,3778.1,3156.2,2669.3,2510,2581.4,2863.2,2944.9,2945.5,2920.3,2817.5,3259.4,2987.8,3027,3461.2,4281.4,4143.9,3335.1,74384.1
23/05/2024,3453,2805.5,2479.7,,2380.1,2308.6,2943,4015.1,3017.3,3004.4,2377.7,2347.5,2626.6,2758.2,2956,2650.5,2490.2,2705.7,3325.3,3411.7,3427.8,3582.1,3461,3426.7,3138.3,71092
22/05/2024,2362.4,2411.2,2426.5,,2422.5,2292.6,2250.8,3166.2,3207.9,3144.8,2756.7,2378.7,2405,2540.5,2681.2,2642.8,2496.4,2557.3,3007.2,4440.1,4438.9,4642.1,4506.2,5152.8,3954.9,74285.7
21/05/2024,3173.2,3029.1,3031.7,,3262.7,3414,3769.9,4175.6,4368.8,4097.2,3518.1,2544.8,2314.3,2363.4,2579.6,2444.4,2341,3103.2,3360.8,3751.8,4270,3995.3,4111.3,2864.1,2215.2,78099.5
20/05/2024,4602.2,4426,3596.4,,3337.6,3609.6,3843.8,3359.2,3259.7,2996.2,3028.3,3156.8,3400,3530.9,3503.1,3651,3782.4,3365.6,3227,3551.7,4613.7,5014.7,5241.3,5799.2,4135.6,92032
19/05/2024,4141.2,3713.5,3696.3,,3703.7,3571.6,3547.5,3172.3,2659.4,2235.2,2379.2,2325.2,3009.6,3256.3,3372.1,3379.8,3182.2,2264.5,2906.7,3377.6,4259.4,4896.4,4221.1,4871.3,4755.6,82897.7
18/05/2024,3163.2,2778,2867.7,,3055.9,3132.4,3294.6,2964.6,3250.4,2584.8,2183.4,2413.9,2276.8,2141.3,2205.3,2097.7,1861.7,1956.1,2005.7,3419.5,4463.4,4595,4221.7,4558,4649.9,72141
17/05/2024,2891.3,2595.7,2721.8,,2502.7,2595.2,2780.9,2912,4437.3,4766.3,4040.3,3561.6,3126.8,3003.7,3304.3,3804.3,3915.2,4234.1,3502,3815.1,3939.2,4107,3991.8,3592.8,2791.1,82932.5
16/05/2024,3821.4,3573.7,3969.3,,3450.9,3699.8,3599.4,2848.4,2809.9,2856.9,2152.5,2819.6,3020.6,2937.9,3122.2,2874.3,3184.6,3198.9,3075.7,2922.4,3295.9,3254.9,3121.8,3463.6,3286.4,76361
15/05/2024,2609.9,2555.9,2735.3,,2640.5,2741.2,2746.4,2745.1,3197.1,2642.3,2309.7,2519.3,2719.3,2560,2500.3,2464.8,2620,2529.7,2177.5,2665.9,3805.8,3722.4,3396.2,3240.9,2769.2,66614.7
14/05/2024,2824.3,2561.5,2358.7,,2244.7,2347.9,2357.5,2804.7,2993.2,2416.7,2932.6,3088,3469.5,3252.4,3014.5,3041.4,3355.2,2776.4,2628.5,2918.4,3598.9,3440.3,2938.7,2495.9,2775.9,68635.8
13/05/2024,2672.9,2687.9,2417.6,,2446.6,2440.5,2421.3,3437.4,3361.9,3065.6,2477.9,2865.6,2993.9,3218.1,3400.9,3063.3,2805.3,2721.6,2194.3,2539.8,3941.3,4460,3973.3,2927.1,2141.2,70675.3
12/05/2024,3861.3,3328.4,3099.1,,3061.9,3180,2952.1,2913.7,2939.3,2763.2,2993.5,3312.5,3356.2,3035.3,3133.4,3122.5,3382.2,3156.7,3023.7,2597.1,3019,3299.9,3237.4,2339.5,2073.8,73181.7
11/05/2024,4091.7,3946.1,3946.8,,3431,3649.7,3884.7,3184.7,3032.5,2685.1,3110.8,3311.5,3039.8,3439.4,4089.8,3664.7,3365.8,3513,2999.2,3066.6,4091.7,4675.2,4305.1,4009,2916.3,85450.2
10/05/2024,2460.9,2666.8,1990.8,,1895.3,2120.6,2645.2,4143.4,4152.6,2900.5,2568.2,3137.4,3362.4,3487.3,3389,3394.3,3280.1,3042.9,2886.9,3966.3,3928.5,4142.6,4312.5,4557,3252,77683.5
09/05/2024,3238.6,2756,2527.2,,2722,3116.7,3173.5,2696.1,2521.2,2480,2809.7,3218.7,3228.7,3302.6,3501.6,3588.3,3352.8,3371.9,3160.4,3749.1,4373.8,4532.1,4591.2,4609,3794.1,80415.3
08/05/2024,2874.2,2717.9,2891.8,,2735.9,2746.3,3090.3,4024.2,4412.2,4165,3102.2,2624.2,2497.1,2373.5,2493.3,2587.2,2327.6,2260.1,3070.9,4091.7,4642.4,4866,4569.9,3963.1,3451.1,78578.1
07/05/2024,2772,2369.5,2652.4,,2985.3,2536.8,2846.4,3903.9,4372.4,4636.7,3378,2511.1,2135,2098.8,2693.8,2558.9,2576,2263.5,2714.4,3745,5018.2,5161.3,4604.2,3730.6,2448.1,76712.3
06/05/2024,3084.2,2907.9,2899.1,,2603.8,2753.2,3183.2,4358,5086.8,3832.2,2729.9,2432.6,2603,2852.2,2856.7,2760.1,2655.8,2637.5,2991.4,4173,4740.5,4581.6,4362.7,3734.2,2491.3,79310.9
05/05/2024,3105.9,2758.8,2809,,2537.6,1946.4,1687.5,1793.4,1855.1,1751.4,1915.7,2115.8,1948,2053.4,2106.8,2068.9,1781.3,1891.7,1807,2166.2,3614.8,5269.3,5008.8,4524,3852.3,62369.1
04/05/2024,3171.8,3091.4,2809.2,,2934.8,2869,2753.2,2977.3,3144.8,2129.8,2216.2,2211.1,2114.6,2238.3,2161.4,2028.9,1989.7,2112.6,2250.1,4619,6018.4,6083.6,5324.8,4649.1,3040.1,74939.2
03/05/2024,1801.4,1906.2,2079.1,,2011,1812,1732,3328.4,5011.6,4215.3,2912.7,2576.6,2317.3,2145.4,2303.1,2301.1,2043.4,1963.3,2629.5,4387,5488.2,5618.8,5081,4162.7,3395.8,73222.9
02/05/2024,1804.8,2079.7,2263.1,,2057,2104.4,1859.1,2205.5,2619.9,2003.4,2021.3,2074.4,1828.3,1899.5,2028.6,2044.9,1784.9,1828.1,1800.1,2260.6,4671.1,5066.1,3244.9,2081.2,1534.2,55165.1
01/05/2024,2318.3,2132.1,1684.8,,1682.4,1789.8,1727.8,1932.2,1970.3,2618.1,2622.6,2903.5,2578.6,2761.8,2619.6,2404.3,2550.1,2386.5,2255.7,2492.6,2221.2,2306.3,1999.4,1790.4,1649.1,53397.5
30/04/2024,2016,1999.2,2144.1,,2134.5,2562.6,2930.3,4192.1,5288.6,3830.6,2196.9,2241.7,2611.3,2289,2175.7,2268.1,2410.2,2234.2,2467.7,3895,5917.4,6196.4,4927.9,2671.8,2019.1,73620.4
29/04/2024,1764.5,1828.7,1795.2,,1787.9,1767.5,2358.2,3880.6,4501.4,3841.5,2527.4,1832.5,1920.5,1981,2143.1,2220.7,2010.7,2506.4,2439.4,3784.2,5192.9,5098.7,4632.3,3737.9,2063,67616.2
28/04/2024,1382.1,1560.5,1495.6,,1468.4,1756.6,1563.8,1576.9,1784.7,1528.9,1668.4,2129.9,2048.3,2139.2,2317.8,2267.1,2074.8,1477.2,1596.1,1233.9,1812.5,3494.3,2879.3,2718.2,1778.2,45752.7
27/04/2024,4650.6,3840.4,3644.1,,3479.9,3530.7,3578.7,2748.5,2484.6,1938.7,2213.3,2466.7,2690.7,2931.5,2699.8,2636.7,2576.7,2926.1,2476.8,2623,5225.4,5718,4096.2,2358.1,1777.8,75313
26/04/2024,2623.7,2568.5,2440.3,,2384.8,2470.5,2518.4,4671.6,4745.7,4868.7,2639.9,2086.7,1868.4,2017.1,1774.4,2086.3,2135.4,2221.3,2877.2,4702.5,4841.4,5889.5,5712.2,4764,2779.7,77688.2
25/04/2024,2560.7,2427.7,1976.3,,2121,2204.5,2467.2,4167.5,4444.8,3908,3595.4,2832.3,2309.9,2779.3,3383.8,3243.3,2505,2233.8,2819,3640.2,4521.9,4517.4,4589.4,4100.8,2602.6,75951.8
24/04/2024,2566.5,2452.3,2215.7,,2390.4,2379,2391.7,4687.1,5099.1,4735.1,3478,2437.1,2310.4,1802.6,1984.1,2223.2,2047.6,1996.7,2367.4,4328.5,5600.9,5564,5878.9,4489.9,2747.4,78173.6
23/04/2024,3329.1,2976.5,2714.4,,2505.1,2751,3437,5349.1,4310.6,4289.7,2756.2,2211.9,2047.2,2020.3,2239.5,2254.8,2313.6,2404.5,3112,4631.4,4714.6,4573.9,4416.1,3580.3,2610.2,77549
22/04/2024,3020.3,2974.7,2765.7,,2666.3,2257.7,2872.1,5455.7,5773.4,4948.5,2682,2194.8,1774.8,2091.9,2238.5,2163,2209.3,2058,2645.3,4501.1,5452.4,5593.2,5356.9,4641,2725.2,81061.8
21/04/2024,2721,2468.5,2623.9,,2299.6,2282.6,2140.6,2107.1,1956.6,1801.2,1883,2128.4,2027.1,2171.7,2179,2330.7,2141.8,2192.9,2105.6,2417,3821.8,5122.8,4647.5,3829,2808.4,62207.8
20/04/2024,2450.1,2069.9,2146.2,,2109.1,2038.2,2145.8,2229.1,2179.8,2147.8,2144.6,2158.9,2474,2456.1,2509.5,2497.8,2384.5,1959.8,1785.9,2758.3,3477.9,4380.7,4025.8,3158.6,2679.4,60367.8
19/04/2024,2787.2,2568.6,2287.5,,2237.5,2393.4,2628,2633.5,3047.8,3024.6,2216.6,1961.4,1859.1,2041.6,1918.5,1984.4,1988.9,2061.6,2549.3,2708.4,3571.2,3676,2897,2379.7,2018.4,59440.2
18/04/2024,3775.8,3276.2,3085.5,,3116.3,3127.2,4032,5114.9,4497,4472.7,3861.8,2771.5,2587.1,2391.9,2458.1,2764.8,2426.5,2132.6,2782.1,4292.4,5159.1,5242.2,4491.8,3028.9,2392.8,83281.2
17/04/2024,3557.2,3643.2,3345.7,,3123.5,3501.4,3895.5,4678.3,5528.8,4910.7,4221.3,4579.6,4030.3,2757.2,2828.6,2908.2,3166.9,3502.2,4994.2,5195.4,5469.3,5550.9,5583.4,6006.5,5438.5,102416.8
16/04/2024,2689.3,2641.7,2553.5,,2660.6,2574.9,2556.1,3168.3,3428.2,2793.7,2773.9,2926.3,2651,2195.8,2351.1,2518.9,2873,2584.7,4024.9,5588.2,6085.1,6228.6,6670.7,6007.8,5240.4,85786.7
15/04/2024,4021.7,3765.4,4059.8,,3695.8,3711.1,3798.9,5383.2,6413.4,4695.6,4371.6,3141.7,2327.2,2235,2425.9,2438,2654,2974.2,3302.6,3412.6,3472.2,3513.5,3036.2,3234.4,2853.4,84937.4
14/04/2024,2742.3,2548.9,2324.9,,2221.9,2321.6,2307.6,2252.1,1971.2,2226.3,2744.3,2720.8,2863.4,3130.9,3375.6,3382.2,3227.6,3234.8,2585,2826,4106.7,4964.4,5013.2,4982.7,5027.4,75101.8
13/04/2024,3752.5,3119.8,2995.2,,2846.9,2835.2,2949,3018.4,2805.4,2722.7,3495.6,3055.5,2654.7,3071,3283.6,3142.8,3024.8,2766.3,2867.8,2784.6,4730.7,5156.5,3088.9,3363.7,3302.9,76834.5
12/04/2024,3513.3,3251.9,2995.3,,2965,2948.3,3208.1,4878.4,5296,4749.3,3029.7,3133.2,3000.6,3245.8,3313.3,3266.4,3143.6,3117,3744.1,5337.6,5546.3,5713.5,4628.9,4352.7,3297.2,91675.5
11/04/2024,3005,2513.7,2647.1,,2624.4,2537.6,2847.6,2414.3,3711.8,3492.9,2944.1,2969.8,3287.4,3457.4,3444.2,3510.1,3723.4,3293.2,4109.1,6183.9,6445.6,6280.4,5344,4460.3,3843.9,89091.2
10/04/2024,3000.6,3012.9,3233.4,,3141.8,3021.3,2710.5,3328.7,4456.1,4433.5,2657.1,2651.7,2714.1,2719.1,2593.7,2449.4,2680.6,2730.4,3463.1,5286.3,5572.9,5995.2,6254.5,4373.7,2903,85383.6
09/04/2024,3429.3,3225.4,3081.9,,3000.2,2912.1,3467.7,4296.5,4815.6,4126.6,3101.9,3137.5,3039.7,2982,2823.1,2947.6,3119,3072.2,2721.2,2931.7,3538,3384.6,2873.5,2977.6,2843.4,77848.3
08/04/2024,3397.2,3008.4,2926.4,,2935.4,3331.9,3836.3,5771.1,5934.9,5662.6,5201.5,4083.2,3498.2,3318.1,3189.4,3072.1,3339.6,4037.6,4755.3,5580.9,5977.3,5842.7,5248.5,4375.6,3260.1,101584.3
07/04/2024,2788.8,2592.5,2373.4,,2344.5,2450,2633.7,2792.5,2408.4,2227,2138.3,2595.5,2697.4,2859.3,3093.2,3136.5,2782.2,2406.6,2375.6,3477.9,5026.6,5572.7,4915.8,4281.4,3483.4,73453.2
06/04/2024,2438,2460,2457,,2526.7,2446.4,2678.6,2721.4,3229.3,2951.9,2385.3,2909.5,2786.5,3077.5,3212.8,3249.7,3119.4,2824.8,2604.5,3305,3409.9,3095.9,2810,2765.4,2567.1,68032.6
05/04/2024,2823.1,2932.2,3162.4,,3250.1,2857.7,3268.5,4009.8,5307.8,4789.5,3887.2,3093,3175.8,3607.7,3597.9,3308.7,3147.6,3080.8,3288.3,3753.8,4234.1,3891,3180.9,2704.8,2634.4,82987.1
04/04/2024,2758.4,2490.6,2429.5,,2214.2,2438.4,2884.3,3339.8,4825.3,4587.5,3568.2,2805,2638.2,2533,2667,2779.3,2384.6,2243.5,2227,4068.3,5296.1,4802.1,3359.2,3080,2579.6,74999.1
03/04/2024,2939.1,2963.2,2993.5,,3165.5,3318.2,3383.8,4314.2,5782.7,5485.5,4834.5,3981.4,3765.7,3895.3,3691.1,3730.5,3402.9,3576.1,4726.8,5168,5769.6,5429.6,4192.3,3609.5,2876.6,96995.6
02/04/2024,1978.3,2017.5,2040.2,,1994.1,2012.2,1861.2,2323.3,3430.2,3655.2,3279.9,3290.3,2758.2,2497.9,2730.6,2724.1,2994.3,2870.2,3162.9,2732.8,4039.9,4135.9,3539.8,3040.5,2698.4,67807.9
01/04/2024,2800.3,2782.5,2806.8,,2783,2774.1,2723.8,2583.2,2550.9,2359.7,2294,2061.4,2098.2,2059.2,1842.2,2340.2,2271.1,2138,2302.1,1962.4,2120.8,2234.1,2029.6,2001.7,2194,56113.3
31/03/2024,2380.1,1950.2,,,2114.4,2023.7,1922,2370.3,2122.6,2333.2,2303.1,2056.9,2016.6,2041.1,2128.9,2205.3,2234.1,2053.1,2036.4,3054.2,3112.4,3407.9,3077.5,1514.1,1595.7,52053.8
30/03/2024,2821.7,2486.2,2224.3,,2151.1,2338.6,2330.1,2060.2,2072.1,2268.9,2651.7,2612.9,2846.4,2198.3,2174.7,2153.2,2350.8,2054.1,2811.7,3893.1,4011.8,3004.9,2629,2384.4,2064.2,60594.4
29/03/2024,2656.3,2384.4,2039.7,,2072.9,2151.4,2699.2,2474.2,2543.6,2632,2684.7,2732.3,2495.6,2581.3,2564.1,2890.3,2902.2,2655,3488.3,4642.8,5102.2,3783.8,2906.3,2679.5,2457.2,68219.3
28/03/2024,2465,2329.2,2186,,2133.8,2134.6,2510.2,3114,3523,3162.8,2825.7,2545.9,2633.1,3062.2,3001.3,2870,2910.4,2572.2,2947.5,4051,3638.2,2734.6,2686.7,2800.4,2408.9,67246.7
27/03/2024,3060.2,2984.6,2913.4,,2788.1,2620.8,3122.5,3444.9,2961.6,2878.4,2696.1,2865.7,2776.6,3200.1,2834.7,2788.8,3144.9,3846,5006.2,4970.6,5189.5,4628.3,3680.8,3242.7,2889.9,80535.4
26/03/2024,3067.5,2945.1,2837.7,,2667.9,2510.8,2842.1,3302,3475.3,3434,3332.5,3136.8,3178.5,3114.4,2893.7,2747.6,3105.7,3162.1,3994.4,5125.6,5053,3811.9,3245.1,3471.6,3176.5,79631.8
25/03/2024,2319.7,2232.5,2326.6,,2408.6,2547,3060.6,3544.9,5024.1,5032.3,3784.6,3728.2,3676.4,3401.8,3383.3,3277.1,3229.2,3640,5586.9,5062.6,5476.7,5342.2,4289.3,3757.1,3188.8,89320.5
24/03/2024,2029.2,1671.8,1807.3,,1904.8,1912.9,1999.2,1885.8,1906.7,1940.1,1961.7,1874.1,1849.2,2100.8,2441.8,2347.3,1938.9,2020,2067,2345.2,2655.6,2351.2,2494.4,2607.6,2843.6,50956.2
23/03/2024,2537.5,2487.1,2372.7,,2273.2,2216.1,2312,2283,2954.7,3121.7,2323.2,2088.8,2232.4,2000.4,2366.3,2277.2,2274.9,2343.2,3328.1,2695.7,2677.5,2820.8,3389.8,2927.3,2110.7,60414.3
22/03/2024,2510.8,2623.7,2738.3,,2769.7,2755.5,2785.9,2996.1,3558.9,3606.6,3204.6,3117.8,3278.8,3265,3097.3,3145.4,3196.8,2926.9,4766.8,5654.3,5829.8,4701.1,3261.3,2934.2,2527.9,81253.5
21/03/2024,3002.7,3202.9,2994.2,,2800.5,2628.6,2995.7,3862.8,5139.7,4778.1,3016.7,2991.9,2952.8,3058.2,2750.2,2910.9,3337.1,3076.4,5480.4,5432.1,5878.2,5375.3,3811,3289.9,2926.2,87692.5
20/03/2024,3482.2,3270.1,3332.2,,3052.3,3108.5,3852.6,4814,5496.1,4871.9,3025.9,2857.3,3058.5,2985.7,2750.4,3001.7,3283.6,4535.8,6308.6,5382.3,5538.3,5539.6,5106.7,4217.1,3330.8,96202.2
19/03/2024,2863.6,2748.8,2853.6,,2358.8,2419.2,3174.9,4350,4459.2,4521.6,3786.8,3495.3,3034.7,3380.5,3124,2697.9,3747.4,4246.3,5609.6,5102.4,5166.2,5599.4,4923.4,4092.6,3174.2,90930.4
18/03/2024,2480,2274.1,2521.4,,2554.9,2152,2593.6,3671.9,4308.8,3947,3250.3,2473.6,2384.5,2329.9,2171,2095.7,2572.6,3621,4851.1,4859,4790.9,4752,4258,3500.4,2471.6,76885.3
17/03/2024,2670.8,2161.2,2147.5,,1872.9,2016.8,1729.6,1686.9,1903.4,1999.7,2089.2,1978.6,1892.2,1706.9,1823.1,1761,1829.4,2500.3,3702.4,4996.9,4491.2,3374.6,2676.4,2414.8,2042.5,57468.3
16/03/2024,2666.7,2511.8,2402,,2420.1,2441.9,2490.2,2439.9,2660.3,2792.3,2841.8,3029.7,2623.9,2478.5,2423.7,2375,2407.2,2793.5,3059.8,3518.2,4057.9,3432.3,2804.7,2898.2,2472.2,66041.8
15/03/2024,2791.9,2754.5,2638.4,,2422.5,2519.5,2608.1,2757.5,3565.7,3075.8,2485,2691.9,2698.1,2831.4,2752.1,2951.4,2896.3,2638.3,3737.9,4184.1,3856.1,3607.3,2654.6,2612.1,2759.2,70489.7
14/03/2024,2506.6,2323.2,2388.6,,2470.3,2578.4,2408.1,3532.6,4290.6,4237.6,2798.1,2869.8,2981.3,2823.6,2731.3,3100.6,3079.8,3421.4,4457.1,4584,4639.1,4534,3466,3548.6,3180.8,78951.5
13/03/2024,2951.3,2804.7,2818.8,,2753.4,2667.6,2835.9,3268.1,4378.9,4241.3,3566.6,2991,2973.7,2187.1,2359.2,2641.5,2773.6,3116.4,4606.8,4824.1,4836.2,4229.8,2948.5,3024.4,2909,78707.9
12/03/2024,2861.7,2763.7,2867.2,,2828.7,2877.1,2598.1,2951.7,4079.5,4346.6,3892.6,3438.3,3114.6,2672.6,2627.2,2987.5,3204.3,3511.4,4669.2,4225.2,4580.7,4789.3,3510,3106.4,2678.6,81182.2
11/03/2024,1648.3,1697.9,1736.1,,1667.6,1692.2,2267.9,2742.3,2975.4,3789.3,3424.1,3282.4,3026.1,2684.9,2816.5,2921.9,3061.9,3188.3,3535.3,4343.5,4894.5,4422.5,3686.6,3148.6,3016.3,71670.4
10/03/2024,2376.4,1787.6,1676.4,,1700.8,1769.3,1719.4,1803.9,2060.3,2091.9,2571.9,2567.8,2473.5,2351.8,1920.5,1888.4,1811.8,2628.4,2293,3400.3,3813.8,3702.3,2989.9,2802.2,2033,56234.6
09/03/2024,2787.9,2895.1,2682.1,,2693.5,2715.6,2652,2661.3,2809.2,2250.7,2316.5,2570.1,2698.3,2548.2,2535.9,2667.3,2458.9,2721,2857.1,3405.8,3154.4,2923.1,3108.8,3237.2,3032,66382
08/03/2024,2843.4,2895.7,2780.9,,2289.5,2310.2,2648.1,3048.1,4897.8,4109.7,2431,2671.4,2882.7,2844,2842.3,2764.1,2770.7,2652.5,3689.6,4191.8,3617.7,3302,2436.6,2383.9,2642.3,71946
07/03/2024,2885.5,2492.7,2552.4,,2493.3,2427.9,2566.8,3151.4,4517.8,4637.3,3360.9,2696.2,2518.2,2734.5,3003.3,2936.2,2808.1,2726.4,4227.1,5438.6,5092.5,3365.8,2732,2874.6,2607.3,76846.8
06/03/2024,2552.7,2458.2,2553.6,,2461.3,2325.6,2540.7,3575.5,3839.3,4236.6,3463.8,2677.2,2444.7,2423.6,2442.5,2294.9,2542.8,3628.9,4605.4,4775.1,4653.6,3702.9,3439.4,3265.2,2199,75102.5
05/03/2024,2839.4,2887.7,2852.8,,3173.6,2787.6,2469.6,2630,4168.5,4849.2,4021.1,3363.1,3311.2,3654.2,3738.6,3449.6,2906.1,3061.5,3960.3,5249.3,4423.8,3948.3,3629.4,2772,2793.3,82940.2
04/03/2024,2593.8,2381,2049.2,,1962.8,2030.1,2610,3885,5163.3,5448.6,3918.8,2694,2514.1,2406.3,2274.2,2602.7,2816.6,4333.6,5035.1,4592.4,4749.2,3527.6,2851.4,2736,2306.6,77482.4
03/03/2024,2611.5,2656,2240,,2335.7,2419.6,2400.4,2554.8,2140,2294.3,2375.7,2892.5,3031.9,2935.5,2140.3,1995.6,2155.3,2843.9,4202.7,5313.4,4799.6,4795.6,3965.7,3050.4,2688.1,70838.5
02/03/2024,3922.5,3290.1,3173,,2752.7,2815.2,3072,2851.9,3529.2,3806.5,3120.9,3316.6,3708.4,3393.9,2984.5,2916,3330.1,3777.1,4949.9,5590.9,4131.3,3273.4,3564.9,3784.3,3456,84511.3
01/03/2024,3168.3,2988,2922.9,,3078.6,3020.4,3098.6,3459.7,4561.4,4670.6,3764.8,3969.5,3693.4,3449.2,3567.6,3782.6,3222.8,3376.6,4824.5,5552.7,4907.2,3395.4,3676.6,3631.2,2908.7,88691.3
29/02/2024,2828.3,2293.3,2341.6,,2336.7,2315.4,2792.1,2851.7,3084.8,3122.1,3160.1,2978,2789.4,2898,2983.2,3019.3,2820.2,3305.8,3907.5,5175.2,4763.2,2804,2768.2,2874.8,3004.1,73217
28/02/2024,3257.5,3144.9,3243.2,,2714,2836,3590.3,4932.6,5411.4,5709.8,4924.5,3606.6,3569.2,3013,2940.1,2771.1,3646.3,3755.7,5984.4,5682.3,5966.1,3612.8,3552.3,3089.4,2488.1,93441.6
27/02/2024,2606.1,2609.9,2679.9,,2708.8,2970.5,2295.5,3589.2,4545.5,4690.4,4211.9,2863.9,3004.9,2882.3,2954.1,2818.3,3434.6,4960.1,5404.5,5303.8,5644.8,4704.2,3957.6,3468.4,3281.3,87590.5
26/02/2024,2120.8,1918.4,1969.1,,2092.3,1935.1,2326,2958.7,4859,4611.6,4143.2,3054.1,3441.2,3831.1,3990,3657.2,2946.9,3029.8,4540.3,4773.4,4455.8,3166.1,4112.1,4652.3,3529.5,82114
