Datum,long_ct/kWh,short_ct/kWh
13.04.2024 07:00,2.32,16.47
13.04.2024 07:15,4.51,17.9
13.04.2024 07:30,0.72,11.7
13.04.2024 07:45,-0.1,8.52
13.04.2024 08:00,1.03,11.35
13.04.2024 08:15,-0.35,9.01
13.04.2024 08:30,-4.8,7.31
13.04.2024 08:45,-7.38,9.44
13.04.2024 09:00,-1.67,2.88
13.04.2024 09:15,-3.54,2.77
13.04.2024 09:30,-9.81,1.55
13.04.2024 09:45,-9.95,2.81
13.04.2024 10:00,-3.3,1.28
13.04.2024 10:15,-4.34,1.77
13.04.2024 10:30,-6.54,0.6
13.04.2024 10:45,-55.98,0.34
13.04.2024 11:00,-25.39,-0.37
13.04.2024 11:15,-21.8,-0.37
13.04.2024 11:30,-18.63,-0.37
13.04.2024 11:45,-20.01,-0.37
13.04.2024 12:00,-9.78,1.78
13.04.2024 12:15,-7.06,2.35
13.04.2024 12:30,-7.22,2.49
13.04.2024 12:45,-18.94,2.37
13.04.2024 13:00,-11.39,4.1
13.04.2024 13:15,-11.31,2.98
13.04.2024 13:30,-12.46,2.88
13.04.2024 13:45,-21.95,3.28
13.04.2024 14:00,-19.89,2.77
13.04.2024 14:15,-20.84,2.17
13.04.2024 14:30,-14.35,3.18
13.04.2024 14:45,-16.18,2.05
13.04.2024 15:00,-15.24,2.03
13.04.2024 15:15,-42.58,2.75
13.04.2024 15:30,-30.54,2.07
13.04.2024 15:45,-23.75,2.08
13.04.2024 16:00,-184.09,-0.76
13.04.2024 16:15,-45.27,-0.76
13.04.2024 16:30,-29.5,2.15
13.04.2024 16:45,-8.8,2.58
13.04.2024 17:00,-325.35,4.02
13.04.2024 17:15,-149.27,8.44
13.04.2024 17:30,-21.75,5.93
13.04.2024 17:45,-6.77,15.85
13.04.2024 18:00,-28,10.27
13.04.2024 18:15,-5.01,10.31
13.04.2024 18:30,-0.28,14.13
13.04.2024 18:45,-2.76,14.09
13.04.2024 19:00,-2.97,12.67
13.04.2024 19:15,2.42,11.38
13.04.2024 19:30,4.08,12.89
13.04.2024 19:45,3.39,14.75
13.04.2024 20:00,3.15,14.09
13.04.2024 20:15,3.21,14.51
13.04.2024 20:30,2.35,12.62
13.04.2024 20:45,0.38,10.39
13.04.2024 21:00,1.18,26.11
13.04.2024 21:15,1.17,19.04
13.04.2024 21:30,0.97,10.87
13.04.2024 21:45,-2.71,10.03
13.04.2024 22:00,0.42,16.72
13.04.2024 22:15,0.45,20.32
13.04.2024 22:30,-2.94,6.93
13.04.2024 22:45,-5.81,6.93
13.04.2024 23:00,-1.41,10.84
13.04.2024 23:15,-9.99,9.11
13.04.2024 23:30,-5.65,9.91
13.04.2024 23:45,-4.11,9.9
14.04.2024 00:00,-5.48,9.64
14.04.2024 00:15,-1.02,11.32
14.04.2024 00:30,-4.11,6.56
14.04.2024 00:45,-12.79,3.27
14.04.2024 01:00,-7.02,4.05
14.04.2024 01:15,-8.71,1.8
14.04.2024 01:30,-3.38,3.31
14.04.2024 01:45,-10.64,3.31
14.04.2024 02:00,-10.41,3.51
14.04.2024 02:15,-11.39,3.32
14.04.2024 02:30,-4.08,3.3
14.04.2024 02:45,-10.09,1.8
14.04.2024 03:00,-7.77,2.29
14.04.2024 03:15,-8.8,1.33
14.04.2024 03:30,-17.64,1.33
14.04.2024 03:45,-15.02,1.33
14.04.2024 04:00,-12.1,1.43
14.04.2024 04:15,-4.35,1.43
14.04.2024 04:30,-5.95,1.43
14.04.2024 04:45,-5.28,1.44
14.04.2024 05:00,-4.05,2.32
14.04.2024 05:15,-5.18,2.32
14.04.2024 05:30,-3.93,2.43
14.04.2024 05:45,-5.26,2.33
14.04.2024 06:00,-5.09,3.65
14.04.2024 06:15,-7.23,3.33
14.04.2024 06:30,-18.47,1.8
14.04.2024 06:45,-23.32,1.8
14.04.2024 07:00,-2.04,1.99
14.04.2024 07:15,-6.76,1.88
14.04.2024 07:30,-12.33,1.14
14.04.2024 07:45,-7.54,1.87
14.04.2024 08:00,-4.89,0.61
14.04.2024 08:15,-26,0.6
14.04.2024 08:30,-71.4,0.31
14.04.2024 08:45,-79.14,0.31
14.04.2024 09:00,-18.18,0.91
14.04.2024 09:15,-24.09,0.86
14.04.2024 09:30,-62.29,-0.71
14.04.2024 09:45,-180.51,-0.71
14.04.2024 10:00,-13.65,1.31
14.04.2024 10:15,-11.84,1.84
14.04.2024 10:30,-78.27,-1.96
14.04.2024 10:45,-329.82,-1.96
14.04.2024 11:00,-44.12,-3.83
14.04.2024 11:15,-17.98,1.61
14.04.2024 11:30,-17.08,1.6
14.04.2024 11:45,-38.68,1.6
14.04.2024 12:00,-21.07,1.7
14.04.2024 12:15,-23.1,1.67
14.04.2024 12:30,-36.14,-5.47
14.04.2024 12:45,-59.8,-5.47
14.04.2024 13:00,-32.92,1.8
14.04.2024 13:15,-32.91,1.67
14.04.2024 13:30,-41.48,-7.78
14.04.2024 13:45,-30.37,-7.78
14.04.2024 14:00,-22.4,1.65
14.04.2024 14:15,-47.74,-7.79
14.04.2024 14:30,-1171.97,-7.79
14.04.2024 14:45,-1100.07,1.7
14.04.2024 15:00,-1411.07,1.65
14.04.2024 15:15,-1404.71,1.68
14.04.2024 15:30,-28.08,1.82
14.04.2024 15:45,-27.96,1.95
14.04.2024 16:00,-78.9,-2.4
14.04.2024 16:15,-130.71,-2.4
14.04.2024 16:30,-42.64,1.84
14.04.2024 16:45,-19.66,1.63
14.04.2024 17:00,-111.79,-0.08
14.04.2024 17:15,-38.71,0.73
14.04.2024 17:30,-19.09,13.98
14.04.2024 17:45,-16.44,17.91
14.04.2024 18:00,-35.52,11.98
14.04.2024 18:15,-4.94,12.19
14.04.2024 18:30,-8.88,19.58
14.04.2024 18:45,-5.16,28.49
14.04.2024 19:00,-1.71,18.92
14.04.2024 19:15,0.69,21.2
14.04.2024 19:30,6.68,17.86
14.04.2024 19:45,6.68,20.97
14.04.2024 20:00,7.09,19.61
14.04.2024 20:15,7.09,17.58
14.04.2024 20:30,7.09,17.91
14.04.2024 20:45,1.58,14.88
14.04.2024 21:00,3.35,18.22
14.04.2024 21:15,2.67,17.44
14.04.2024 21:30,-4.76,12.58
14.04.2024 21:45,-28.31,11.82
14.04.2024 22:00,-14.52,14.9
14.04.2024 22:15,-1.45,12.62
14.04.2024 22:30,-2.84,13.5
14.04.2024 22:45,-1.36,12.2
14.04.2024 23:00,1.13,16.02
14.04.2024 23:15,0.24,14.55
14.04.2024 23:30,1.16,12.73
14.04.2024 23:45,-10.37,13.04
15.04.2024 00:00,0.77,13.73
15.04.2024 00:15,2.39,13.45
15.04.2024 00:30,3.22,13.24
15.04.2024 00:45,4.66,13.19
15.04.2024 01:00,3.9,16.15
15.04.2024 01:15,3.9,14.61
15.04.2024 01:30,2.16,13.81
15.04.2024 01:45,1.31,13.75
15.04.2024 02:00,3.53,14.44
15.04.2024 02:15,2.11,13.46
15.04.2024 02:30,1.55,13.41
15.04.2024 02:45,-1.64,8.02
15.04.2024 03:00,0.21,7.88
15.04.2024 03:15,-0.33,7.88
15.04.2024 03:30,-1.55,7.88
15.04.2024 03:45,2.48,7.88
15.04.2024 04:00,-0.57,7.94
15.04.2024 04:15,-1.85,7.94
15.04.2024 04:30,3.55,13.62
15.04.2024 04:45,0.75,13.48
15.04.2024 05:00,-6.07,14.36
15.04.2024 05:15,4.36,15.03
15.04.2024 05:30,4.36,17.64
15.04.2024 05:45,4.35,23.98
15.04.2024 06:00,5.96,17.81
15.04.2024 06:15,5.86,16.52
15.04.2024 06:30,6.29,19.35
15.04.2024 06:45,6.29,20.48
15.04.2024 07:00,3.21,17.82
15.04.2024 07:15,6.98,16.03
15.04.2024 07:30,7,19.99
15.04.2024 07:45,7.71,22.33
15.04.2024 08:00,7.53,19.38
15.04.2024 08:15,7.37,19.4
15.04.2024 08:30,6.57,16.04
15.04.2024 08:45,6.7,15.44
15.04.2024 09:00,3.31,18.06
15.04.2024 09:15,2.81,12.75
15.04.2024 09:30,4.08,11.65
15.04.2024 09:45,3.75,15.3
15.04.2024 10:00,3.71,12.33
15.04.2024 10:15,3.76,12.68
15.04.2024 10:30,3.93,13.95
15.04.2024 10:45,3.98,11.89
15.04.2024 11:00,2.82,12.08
15.04.2024 11:15,2.65,15.45
15.04.2024 11:30,0.83,11.74
15.04.2024 11:45,1.74,11.97
15.04.2024 12:00,1.4,12.47
15.04.2024 12:15,-27.54,10.07
15.04.2024 12:30,-22.41,12.14
15.04.2024 12:45,-1.86,10.86
15.04.2024 13:00,1.24,14.3
15.04.2024 13:15,-9.73,16.88
15.04.2024 13:30,1.69,19.39
15.04.2024 13:45,0.03,14.35
15.04.2024 14:00,-2.69,10.51
15.04.2024 14:15,-0.33,9.71
15.04.2024 14:30,-1.29,10.72
15.04.2024 14:45,-0.77,12.26
15.04.2024 15:00,0.66,14.04
15.04.2024 15:15,0.71,14.81
15.04.2024 15:30,2.61,10.82
15.04.2024 15:45,-22.14,10.57
15.04.2024 16:00,-10.49,9.75
15.04.2024 16:15,-2.43,10.82
15.04.2024 16:30,-5.93,11.84
15.04.2024 16:45,-9.74,13.41
15.04.2024 17:00,-89.24,13.67
15.04.2024 17:15,0.35,12.6
15.04.2024 17:30,1.63,15.77
15.04.2024 17:45,1.33,20.14
15.04.2024 18:00,-23.77,11.16
15.04.2024 18:15,1.23,13.3
15.04.2024 18:30,2.76,15.9
15.04.2024 18:45,2.77,15.4
15.04.2024 19:00,2.4,13.6
15.04.2024 19:15,3.39,13.39
15.04.2024 19:30,4.07,13.49
15.04.2024 19:45,1.36,13.62
15.04.2024 20:00,0.73,13.85
15.04.2024 20:15,3.55,14.99
15.04.2024 20:30,4.01,13.63
15.04.2024 20:45,-0.34,13.24
15.04.2024 21:00,3.26,14.05
15.04.2024 21:15,2.49,13.89
15.04.2024 21:30,-9.36,10.43
15.04.2024 21:45,-38.5,7.85
15.04.2024 22:00,-12.07,13.25
15.04.2024 22:15,-3.84,11.61
15.04.2024 22:30,-0.17,11.78
15.04.2024 22:45,-7.16,10.22
15.04.2024 23:00,-0.45,13.84
15.04.2024 23:15,2.15,12.35
15.04.2024 23:30,1.39,10.25
15.04.2024 23:45,-10.05,11.38
16.04.2024 00:00,-6.6,7.05
16.04.2024 00:15,-11.6,12.46
16.04.2024 00:30,-12.03,4.47
16.04.2024 00:45,-19.52,8.31
16.04.2024 01:00,-20.18,8.1
16.04.2024 01:15,-23,8.91
16.04.2024 01:30,-24.76,6.38
16.04.2024 01:45,-26.29,5.72
16.04.2024 02:00,-34.98,3.49
16.04.2024 02:15,-34.58,9.6
16.04.2024 02:30,-33.21,9.42
16.04.2024 02:45,-32.99,5.33
16.04.2024 03:00,-28.35,13.59
16.04.2024 03:15,-12.01,9.08
16.04.2024 03:30,-12.01,3.78
16.04.2024 03:45,-12.01,7.81
16.04.2024 04:00,-8.51,9.47
16.04.2024 04:15,-8.51,7.77
16.04.2024 04:30,-8.51,14.4
16.04.2024 04:45,-8.51,16.81
16.04.2024 05:00,-0.65,10.84
16.04.2024 05:15,-0.47,11.15
16.04.2024 05:30,0.8,16.26
16.04.2024 05:45,0.8,16.98
16.04.2024 06:00,1.82,11.79
16.04.2024 06:15,2.05,13.12
16.04.2024 06:30,3.65,16.34
16.04.2024 06:45,3.54,18.47
16.04.2024 07:00,0.8,14.4
16.04.2024 07:15,4.44,14.94
16.04.2024 07:30,4.08,16.59
16.04.2024 07:45,4.25,18.2
16.04.2024 08:00,4.59,17.11
16.04.2024 08:15,3.57,14.87
16.04.2024 08:30,3.97,13.56
16.04.2024 08:45,1.81,12.64
16.04.2024 09:00,3.53,14.88
16.04.2024 09:15,3.54,13.25
16.04.2024 09:30,3.56,12.1
16.04.2024 09:45,2.6,11.73
16.04.2024 10:00,3.03,18.5
16.04.2024 10:15,2.09,13.14
16.04.2024 10:30,-0.29,12.06
16.04.2024 10:45,-4.06,11.76
16.04.2024 11:00,-1.32,12.5
16.04.2024 11:15,-3,12.57
16.04.2024 11:30,2.62,12.18
16.04.2024 11:45,1.76,12.15
16.04.2024 12:00,-17.36,12.72
16.04.2024 12:15,-29.09,103.03
16.04.2024 12:30,-86.86,11.15
16.04.2024 12:45,-327.05,12.11
16.04.2024 13:00,-141,13.62
16.04.2024 13:15,-17.06,14.51
16.04.2024 13:30,-3.44,11.25
16.04.2024 13:45,-5.58,12.62
16.04.2024 14:00,-5.92,19.42
16.04.2024 14:15,-4.12,14.64
16.04.2024 14:30,-5.95,12.95
16.04.2024 14:45,-7.02,14.69
16.04.2024 15:00,1.44,11.75
16.04.2024 15:15,1.76,11.3
16.04.2024 15:30,1.44,12.78
16.04.2024 15:45,1.85,14.81
16.04.2024 16:00,-0.97,12.04
16.04.2024 16:15,2.45,11.11
16.04.2024 16:30,0.89,14.47
16.04.2024 16:45,1.59,15.19
16.04.2024 17:00,-3.62,13.34
16.04.2024 17:15,3.21,15.16
16.04.2024 17:30,4.32,15.55
16.04.2024 17:45,4.46,19.81
16.04.2024 18:00,-4.23,13.43
16.04.2024 18:15,1.13,14.99
16.04.2024 18:30,3.97,19.65
16.04.2024 18:45,4.51,20.23
16.04.2024 19:00,0.74,19.53
16.04.2024 19:15,0.56,19.64
16.04.2024 19:30,4.19,19.43
16.04.2024 19:45,4.09,20.42
16.04.2024 20:00,4.44,20.58
16.04.2024 20:15,4.08,23.14
16.04.2024 20:30,4.43,20.62
16.04.2024 20:45,3.85,21.37
16.04.2024 21:00,9.66,20.96
16.04.2024 21:15,3.83,20.66
16.04.2024 21:30,3.49,15.43
16.04.2024 21:45,-1.56,15.1
16.04.2024 22:00,1.12,14.31
16.04.2024 22:15,1.01,13.76
16.04.2024 22:30,1.49,12.88
16.04.2024 22:45,-0.84,12.96
16.04.2024 23:00,2.4,16.87
16.04.2024 23:15,3.92,14.93
16.04.2024 23:30,4.24,12.47
16.04.2024 23:45,0.46,12.59
17.04.2024 00:00,4.96,17.45
17.04.2024 00:15,4.97,15.77
17.04.2024 00:30,4.46,12.95
17.04.2024 00:45,0.96,12.23
17.04.2024 01:00,-0.95,14.68
17.04.2024 01:15,3.69,14.05
17.04.2024 01:30,4.15,13.14
17.04.2024 01:45,3.43,12.62
17.04.2024 02:00,3.74,14.29
17.04.2024 02:15,3.57,12.72
17.04.2024 02:30,3.26,12.15
17.04.2024 02:45,1.59,12.04
17.04.2024 03:00,3.11,12.59
17.04.2024 03:15,3.52,12.71
17.04.2024 03:30,4.12,12.73
17.04.2024 03:45,4.26,12.25
17.04.2024 04:00,3.69,13.25
17.04.2024 04:15,4.01,12.99
17.04.2024 04:30,4.24,13.81
17.04.2024 04:45,4.32,13.88
17.04.2024 05:00,3.08,14.2
17.04.2024 05:15,4.98,13.67
17.04.2024 05:30,5.02,16.72
17.04.2024 05:45,4.87,19.19
17.04.2024 06:00,3.26,14.73
17.04.2024 06:15,5.01,14.66
17.04.2024 06:30,5.03,21.68
17.04.2024 06:45,6.36,23.78
17.04.2024 07:00,4.91,19.67
17.04.2024 07:15,6.93,23.23
17.04.2024 07:30,8.81,23.6
17.04.2024 07:45,8.81,22.27
17.04.2024 08:00,8.65,22.95
17.04.2024 08:15,5.03,21.28
17.04.2024 08:30,5,19.14
17.04.2024 08:45,4.96,19.2
17.04.2024 09:00,4.92,18.09
17.04.2024 09:15,4.95,15.52
17.04.2024 09:30,5.03,16.43
17.04.2024 09:45,5.02,14.81
17.04.2024 10:00,5.04,21.16
17.04.2024 10:15,5.04,18.57
17.04.2024 10:30,4.97,17.35
17.04.2024 10:45,4.89,13.56
17.04.2024 11:00,4.98,18
17.04.2024 11:15,4.6,17.7
17.04.2024 11:30,4.99,13.69
17.04.2024 11:45,4.96,13.95
17.04.2024 12:00,2,14
17.04.2024 12:15,-2.78,13.78
17.04.2024 12:30,-7.41,10.47
17.04.2024 12:45,-12.3,10.4
17.04.2024 13:00,1.01,14.5
17.04.2024 13:15,-0.64,13.68
17.04.2024 13:30,0.13,14.88
17.04.2024 13:45,0.52,14.16
17.04.2024 14:00,0.6,13.8
17.04.2024 14:15,0.92,13.18
17.04.2024 14:30,0.61,14.31
17.04.2024 14:45,-1.4,16.39
17.04.2024 15:00,2.28,14.17
17.04.2024 15:15,2.14,13.84
17.04.2024 15:30,-6.19,12.71
17.04.2024 15:45,-7.4,14.2
17.04.2024 16:00,-5.23,15.12
17.04.2024 16:15,4.96,15.28
17.04.2024 16:30,4.73,15.73
17.04.2024 16:45,4.78,15.61
17.04.2024 17:00,4.71,16.99
17.04.2024 17:15,4.95,16.29
17.04.2024 17:30,5,23.36
17.04.2024 17:45,5.22,39.58
17.04.2024 18:00,4.65,20.19
17.04.2024 18:15,6.98,25.92
17.04.2024 18:30,7.97,23.62
17.04.2024 18:45,7.97,22.91
17.04.2024 19:00,5.01,20.24
17.04.2024 19:15,5,20.63
17.04.2024 19:30,4.95,19.71
17.04.2024 19:45,8.67,19.71
17.04.2024 20:00,4.99,22.91
17.04.2024 20:15,4.99,20.48
17.04.2024 20:30,5.02,24.57
17.04.2024 20:45,5.02,22.88
17.04.2024 21:00,5.04,20.2
17.04.2024 21:15,3.56,19.25
17.04.2024 21:30,3.65,14.57
17.04.2024 21:45,3.54,14.43
17.04.2024 22:00,4.54,19.01
17.04.2024 22:15,4.96,17.39
17.04.2024 22:30,4.88,13.89
17.04.2024 22:45,3.79,13.27
17.04.2024 23:00,3.54,19
17.04.2024 23:15,3.23,17.79
17.04.2024 23:30,3.55,15.39
17.04.2024 23:45,1.84,12.23
18.04.2024 00:00,2.9,16.98
18.04.2024 00:15,3.77,15.89
18.04.2024 00:30,4.27,13.33
18.04.2024 00:45,-0.48,12.1
18.04.2024 01:00,4.15,17.13
18.04.2024 01:15,3.47,13.48
18.04.2024 01:30,3.51,13.12
18.04.2024 01:45,1.82,10.33
18.04.2024 02:00,3.68,16.07
18.04.2024 02:15,4.79,13.11
18.04.2024 02:30,5.01,13
18.04.2024 02:45,2.33,12.87
18.04.2024 03:00,4.09,13.56
18.04.2024 03:15,4.69,12.85
18.04.2024 03:30,4.26,12.8
18.04.2024 03:45,3.95,12.98
18.04.2024 04:00,3.34,13.23
18.04.2024 04:15,3.86,13.07
18.04.2024 04:30,4.3,13.11
18.04.2024 04:45,3.28,13.64
18.04.2024 05:00,0.41,13.83
18.04.2024 05:15,3.71,13.39
18.04.2024 05:30,4.75,14.52
18.04.2024 05:45,4.58,15.26
18.04.2024 06:00,2.59,14.69
18.04.2024 06:15,4.44,18.34
18.04.2024 06:30,8.48,21.41
18.04.2024 06:45,8.48,21.34
18.04.2024 07:00,5.13,22.76
18.04.2024 07:15,11.11,22.94
18.04.2024 07:30,5.02,20.68
18.04.2024 07:45,4.95,20.11
18.04.2024 08:00,5.13,26.36
18.04.2024 08:15,4.92,21.97
18.04.2024 08:30,4.77,31.65
18.04.2024 08:45,3.25,23.1
18.04.2024 09:00,4.74,17.47
18.04.2024 09:15,4.85,15.87
18.04.2024 09:30,4.53,14.69
18.04.2024 09:45,2.56,14.69
18.04.2024 10:00,3.53,15.95
18.04.2024 10:15,3.77,16.42
18.04.2024 10:30,3.26,14.96
18.04.2024 10:45,2.18,16.69
18.04.2024 11:00,1.97,12.69
18.04.2024 11:15,2.11,12.91
18.04.2024 11:30,3.41,13.13
18.04.2024 11:45,1.49,14.04
18.04.2024 12:00,1.36,14.39
18.04.2024 12:15,1.15,12.28
18.04.2024 12:30,2.24,12.17
18.04.2024 12:45,0.83,13.2
18.04.2024 13:00,3.43,14.66
18.04.2024 13:15,1.26,14.52
18.04.2024 13:30,-8.89,14.22
18.04.2024 13:45,-8.96,11.05
18.04.2024 14:00,-0.08,14.38
18.04.2024 14:15,-20.92,11.49
18.04.2024 14:30,-28.7,11.21
18.04.2024 14:45,-34.95,11.21
18.04.2024 15:00,-23.03,11.67
18.04.2024 15:15,0.52,13.92
18.04.2024 15:30,-0.28,14.03
18.04.2024 15:45,-9.61,14.62
18.04.2024 16:00,-44.75,11.55
18.04.2024 16:15,-7.7,12.4
18.04.2024 16:30,-2.27,12.25
18.04.2024 16:45,-2.43,12.6
18.04.2024 17:00,-254.94,10.34
18.04.2024 17:15,-23.28,9.92
18.04.2024 17:30,-7.32,14.65
18.04.2024 17:45,1.13,15.31
18.04.2024 18:00,1.1,13.5
18.04.2024 18:15,5.16,14.71
18.04.2024 18:30,5.42,20.43
18.04.2024 18:45,5.74,17.04
18.04.2024 19:00,-484.19,19.32
18.04.2024 19:15,6.84,15.75
18.04.2024 19:30,6.88,15.8
18.04.2024 19:45,6.99,16.04
18.04.2024 20:00,7.63,17.45
18.04.2024 20:15,7.63,19.78
18.04.2024 20:30,7.13,17.38
18.04.2024 20:45,6.81,15.67
18.04.2024 21:00,7.48,19.01
18.04.2024 21:15,7.07,18.24
18.04.2024 21:30,6.8,15.38
18.04.2024 21:45,3.23,14.52
18.04.2024 22:00,1.65,17.47
18.04.2024 22:15,4.62,13.31
18.04.2024 22:30,4.27,16.35
18.04.2024 22:45,3.01,14.14
18.04.2024 23:00,6.37,18.86
18.04.2024 23:15,4.55,16.63
18.04.2024 23:30,2.07,12.36
18.04.2024 23:45,-0.15,11.7
19.04.2024 00:00,1.83,17.02
19.04.2024 00:15,4.1,12.89
19.04.2024 00:30,3.99,11.94
19.04.2024 00:45,2.58,11.42
19.04.2024 01:00,2.21,16.73
19.04.2024 01:15,2.39,16.55
19.04.2024 01:30,2.52,14.55
19.04.2024 01:45,1.91,14.62
19.04.2024 02:00,2.37,14.69
19.04.2024 02:15,2.75,17.82
19.04.2024 02:30,2.59,16.74
19.04.2024 02:45,2.65,13.87
19.04.2024 03:00,2.64,19.58
19.04.2024 03:15,2.2,18.57
19.04.2024 03:30,2.62,13.87
19.04.2024 03:45,2.54,14.32
19.04.2024 04:00,2.55,20.14
19.04.2024 04:15,2.7,18.9
19.04.2024 04:30,6.21,19.04
19.04.2024 04:45,6.21,20.73
19.04.2024 05:00,1.56,15.32
19.04.2024 05:15,2.03,18.26
19.04.2024 05:30,6.34,20.92
19.04.2024 05:45,6.34,26.15
19.04.2024 06:00,1.45,16.49
19.04.2024 06:15,6.85,17.22
19.04.2024 06:30,4.47,18.35
19.04.2024 06:45,3.91,19.17
19.04.2024 07:00,3.35,14.22
19.04.2024 07:15,4.25,13.87
19.04.2024 07:30,3.67,14.52
19.04.2024 07:45,3.17,14.66
19.04.2024 08:00,6.97,19.24
19.04.2024 08:15,3.78,19.58
19.04.2024 08:30,2.97,12.48
19.04.2024 08:45,2.23,12.05
19.04.2024 09:00,2.51,18.05
19.04.2024 09:15,2.36,18.41
19.04.2024 09:30,2.04,15.51
19.04.2024 09:45,2.21,15.19
19.04.2024 10:00,1.25,25.77
19.04.2024 10:15,1.55,22.59
19.04.2024 10:30,1.06,14.14
19.04.2024 10:45,0.3,17.14
19.04.2024 11:00,1.99,15.32
19.04.2024 11:15,1.89,16.41
19.04.2024 11:30,1.99,15.14
19.04.2024 11:45,2.06,11.45
19.04.2024 12:00,1.35,26.52
19.04.2024 12:15,0.81,16.61
19.04.2024 12:30,1.24,10.57
19.04.2024 12:45,-0.29,10.55
19.04.2024 13:00,-2.14,10.32
19.04.2024 13:15,-3.85,10.32
19.04.2024 13:30,-16.69,10.26
19.04.2024 13:45,-28.35,10.15
19.04.2024 14:00,-13.19,10.62
19.04.2024 14:15,-3.37,10.31
19.04.2024 14:30,-2.76,10.31
19.04.2024 14:45,-0.83,10.26
19.04.2024 15:00,-2.77,13.92
19.04.2024 15:15,-0.9,15.38
19.04.2024 15:30,1.1,15.71
19.04.2024 15:45,-0.21,14.72
19.04.2024 16:00,-4.38,14.85
19.04.2024 16:15,-0.66,15.38
19.04.2024 16:30,1.04,16.19
19.04.2024 16:45,-2.28,16.11
19.04.2024 17:00,-6.51,11.24
19.04.2024 17:15,-0.38,14.62
19.04.2024 17:30,2.58,15.6
19.04.2024 17:45,2.43,17.3
19.04.2024 18:00,-0.83,12.47
19.04.2024 18:15,0.69,12.42
19.04.2024 18:30,4.1,14.25
19.04.2024 18:45,4,14.03
19.04.2024 19:00,2.25,12.94
19.04.2024 19:15,3.09,12.56
19.04.2024 19:30,4.05,12.66
19.04.2024 19:45,2.98,12.59
19.04.2024 20:00,3.73,12.74
19.04.2024 20:15,4.39,14.65
19.04.2024 20:30,4.39,12.95
19.04.2024 20:45,0.51,12.08
19.04.2024 21:00,1.31,16.28
19.04.2024 21:15,4.12,18.59
19.04.2024 21:30,2.46,11.62
19.04.2024 21:45,-5.44,15.38
19.04.2024 22:00,-1.62,20.74
19.04.2024 22:15,2.49,20.99
19.04.2024 22:30,2.03,15.49
19.04.2024 22:45,2.06,14.42
19.04.2024 23:00,2.37,23.76
19.04.2024 23:15,5.85,20.78
19.04.2024 23:30,2.18,17.89
19.04.2024 23:45,2.08,13.68
20.04.2024 00:00,4.03,17.16
20.04.2024 00:15,3.7,18.05
20.04.2024 00:30,3.07,14.36
20.04.2024 00:45,2.79,13.47
20.04.2024 01:00,3.29,13.74
20.04.2024 01:15,1.55,10.55
20.04.2024 01:30,1.41,11.16
20.04.2024 01:45,-0.65,9.73
20.04.2024 02:00,2.22,13.53
20.04.2024 02:15,3,13.21
20.04.2024 02:30,2,11.18
20.04.2024 02:45,1.32,11.21
20.04.2024 03:00,4.14,14.97
20.04.2024 03:15,2.19,12.42
20.04.2024 03:30,2.06,12.01
20.04.2024 03:45,1.25,11.96
20.04.2024 04:00,1.22,13.99
20.04.2024 04:15,1.91,11.45
20.04.2024 04:30,2.26,12.06
20.04.2024 04:45,2.75,10.41
20.04.2024 05:00,0.83,11.65
20.04.2024 05:15,1.79,10.46
20.04.2024 05:30,2.56,11.92
20.04.2024 05:45,3.02,12.78
20.04.2024 06:00,0.87,11.64
20.04.2024 06:15,2.37,11.5
20.04.2024 06:30,3.14,12.6
20.04.2024 06:45,3.23,13.57
20.04.2024 07:00,1.22,16.22
20.04.2024 07:15,2.89,15.53
20.04.2024 07:30,2.91,11.01
20.04.2024 07:45,0.89,11.97
20.04.2024 08:00,3.48,19.42
20.04.2024 08:15,2.85,13.9
20.04.2024 08:30,2.46,11.1
20.04.2024 08:45,1.17,12.51
20.04.2024 09:00,3.31,16.03
20.04.2024 09:15,2.16,10.99
20.04.2024 09:30,1.65,10.45
20.04.2024 09:45,0.95,10.86
20.04.2024 10:00,0.95,11.8
20.04.2024 10:15,1.04,11.16
20.04.2024 10:30,0.62,10.42
20.04.2024 10:45,-9.43,10.09
20.04.2024 11:00,-8.16,11.87
20.04.2024 11:15,1.85,10.89
20.04.2024 11:30,2.23,10.46
20.04.2024 11:45,2.01,10.8
20.04.2024 12:00,1.47,12.8
20.04.2024 12:15,1.31,8.36
20.04.2024 12:30,1.12,11.09
20.04.2024 12:45,0.27,11.39
20.04.2024 13:00,0.86,11.11
20.04.2024 13:15,-0.51,13.24
20.04.2024 13:30,-0.13,8.37
20.04.2024 13:45,-2.06,8.37
20.04.2024 14:00,-0.22,11.34
20.04.2024 14:15,-0.23,8.31
20.04.2024 14:30,0.37,8.31
20.04.2024 14:45,0.38,13.33
20.04.2024 15:00,0.92,10.43
20.04.2024 15:15,0.93,8.63
20.04.2024 15:30,0.99,14.62
20.04.2024 15:45,0.77,9.89
20.04.2024 16:00,-2.97,10.94
20.04.2024 16:15,-0.96,11.12
20.04.2024 16:30,-0.22,12.99
20.04.2024 16:45,-0.47,13.7
20.04.2024 17:00,-13.73,9.35
20.04.2024 17:15,0.47,12.75
20.04.2024 17:30,1.44,14.03
20.04.2024 17:45,4.86,15.38
20.04.2024 18:00,-0.36,12.83
20.04.2024 18:15,1.79,12.37
20.04.2024 18:30,2.52,17.02
20.04.2024 18:45,3.84,16.75
20.04.2024 19:00,1.77,16.05
