Datum,long_ct/kWh,short_ct/kWh
01.01.2024 00:00,-1.67,6.89
01.01.2024 00:15,0.3,6.89
01.01.2024 00:30,-1.51,6.89
01.01.2024 00:45,-1.79,6.89
01.01.2024 01:00,-0.65,6.8
01.01.2024 01:15,0.54,6.89
01.01.2024 01:30,0.53,6.89
01.01.2024 01:45,-0.64,6.8
01.01.2024 02:00,-1.36,8.56
01.01.2024 02:15,0.02,7.9
01.01.2024 02:30,-1.39,7.25
01.01.2024 02:45,-2.06,7.23
01.01.2024 03:00,0.06,7.25
01.01.2024 03:15,-2.47,7.25
01.01.2024 03:30,-2.14,7.25
01.01.2024 03:45,-4.12,7.25
01.01.2024 04:00,-3.52,7.25
01.01.2024 04:15,-1.54,6.49
01.01.2024 04:30,0.06,6.49
01.01.2024 04:45,-0.35,6.49
01.01.2024 05:00,-0.16,6.49
01.01.2024 05:15,-0.09,6.49
01.01.2024 05:30,0.06,6.49
01.01.2024 05:45,-0.71,6.49
01.01.2024 06:00,-0.18,6.49
01.01.2024 06:15,-0.21,6.49
01.01.2024 06:30,0.04,6.49
01.01.2024 06:45,-0.1,6.49
01.01.2024 07:00,-1.72,6.49
01.01.2024 07:15,-0.11,6.49
01.01.2024 07:30,-3.62,6.49
01.01.2024 07:45,-1.68,6.16
01.01.2024 08:00,-6.54,6.16
01.01.2024 08:15,-12.19,6.16
01.01.2024 08:30,-12.68,6.16
01.01.2024 08:45,-4.3,1.49
01.01.2024 09:00,-3.6,2.29
01.01.2024 09:15,-1.73,2.3
01.01.2024 09:30,-4.96,2.31
01.01.2024 09:45,-5.41,1.72
01.01.2024 10:00,-2.77,2.17
01.01.2024 10:15,-5.06,2.15
01.01.2024 10:30,-7.32,1.62
01.01.2024 10:45,-9.28,1.62
01.01.2024 11:00,-8.52,1.46
01.01.2024 11:15,-9.85,1.46
01.01.2024 11:30,-9.84,1.46
01.01.2024 11:45,-4.47,1.9
01.01.2024 12:00,-4.61,2.32
01.01.2024 12:15,-3.86,2.32
01.01.2024 12:30,-3.86,2.32
01.01.2024 12:45,-3.61,2.31
01.01.2024 13:00,-2.5,2.13
01.01.2024 13:15,-2.5,4.49
01.01.2024 13:30,-2.5,2.13
01.01.2024 13:45,-0.8,6.56
01.01.2024 14:00,-0.77,6.49
01.01.2024 14:15,-0.36,2.45
01.01.2024 14:30,-1.58,6.37
01.01.2024 14:45,-2.64,8.93
01.01.2024 15:00,-1.56,6.71
01.01.2024 15:15,-1.56,8.03
01.01.2024 15:30,-1.56,11.44
01.01.2024 15:45,-1.56,12.23
01.01.2024 16:00,0.15,7.7
01.01.2024 16:15,1.74,8.06
01.01.2024 16:30,1.76,7.61
01.01.2024 16:45,0.48,8.03
01.01.2024 17:00,1.29,7.94
01.01.2024 17:15,2.02,7.71
01.01.2024 17:30,2.06,8.15
01.01.2024 17:45,1.31,8.65
01.01.2024 18:00,0.07,9.46
01.01.2024 18:15,2.67,9.46
01.01.2024 18:30,2.41,9.69
01.01.2024 18:45,-3.81,9.69
01.01.2024 19:00,-6.21,8.8
01.01.2024 19:15,0.2,8.57
01.01.2024 19:30,-0.2,8.57
01.01.2024 19:45,2.08,7.86
01.01.2024 20:00,1.62,7.76
01.01.2024 20:15,1.26,10.46
01.01.2024 20:30,-0.29,8.1
01.01.2024 20:45,-1.39,8.1
01.01.2024 21:00,-0.79,9.06
01.01.2024 21:15,-0.77,9.06
01.01.2024 21:30,-1.22,9.06
01.01.2024 21:45,-14.24,9.06
01.01.2024 22:00,-8.15,8.91
01.01.2024 22:15,-2.03,8.91
01.01.2024 22:30,-0.11,8.91
01.01.2024 22:45,-7.81,8.91
01.01.2024 23:00,-10.64,8.38
01.01.2024 23:15,-4.64,8.38
01.01.2024 23:30,-8.14,8.38
01.01.2024 23:45,-11.99,8.38
02.01.2024 00:00,-4.1,6.43
02.01.2024 00:15,-0.84,5.71
02.01.2024 00:30,-0.67,5.71
02.01.2024 00:45,-5.35,5.71
02.01.2024 01:00,-2.15,4.43
02.01.2024 01:15,-0.76,4.43
02.01.2024 01:30,-1.01,4.43
02.01.2024 01:45,-3.73,4.43
02.01.2024 02:00,-1.19,4.43
02.01.2024 02:15,-0.92,4.43
02.01.2024 02:30,-1.03,4.43
02.01.2024 02:45,-1.4,4.43
02.01.2024 03:00,-0.7,4.02
02.01.2024 03:15,-1.43,4.02
02.01.2024 03:30,-1.93,4.02
02.01.2024 03:45,-4.62,4.02
02.01.2024 04:00,-2.27,4.02
02.01.2024 04:15,-1,2.19
02.01.2024 04:30,-0.89,2.19
02.01.2024 04:45,-1.58,2.19
02.01.2024 05:00,-1.16,1.8
02.01.2024 05:15,-0.77,2.41
02.01.2024 05:30,-0.4,2.41
02.01.2024 05:45,-0.79,2.41
02.01.2024 06:00,-7.47,3.81
02.01.2024 06:15,-1.77,2.74
02.01.2024 06:30,-1.37,3.84
02.01.2024 06:45,-1.37,3.83
02.01.2024 07:00,-11.78,5.01
02.01.2024 07:15,0.54,5.01
02.01.2024 07:30,0.42,7.19
02.01.2024 07:45,2.24,7.24
02.01.2024 08:00,0.36,5.87
02.01.2024 08:15,1.48,8.48
02.01.2024 08:30,1.48,8.62
02.01.2024 08:45,1.48,8.53
02.01.2024 09:00,3.44,9.15
02.01.2024 09:15,3.45,9.23
02.01.2024 09:30,3.41,9.12
02.01.2024 09:45,3.32,9.51
02.01.2024 10:00,3.64,9.15
02.01.2024 10:15,3.34,9.08
02.01.2024 10:30,3.45,9.09
02.01.2024 10:45,2.82,9.05
02.01.2024 11:00,3.61,9.83
02.01.2024 11:15,4.15,9.79
02.01.2024 11:30,4.15,9.76
02.01.2024 11:45,3.86,9.74
02.01.2024 12:00,4.51,12.47
02.01.2024 12:15,4.44,12.19
02.01.2024 12:30,4.81,10.63
02.01.2024 12:45,4.37,10.71
02.01.2024 13:00,4.73,14.07
02.01.2024 13:15,5.06,13.47
02.01.2024 13:30,5.06,12.69
02.01.2024 13:45,4.64,12.26
02.01.2024 14:00,4.81,14.85
02.01.2024 14:15,4.75,13.88
02.01.2024 14:30,4.76,12.75
02.01.2024 14:45,3.84,12.8
02.01.2024 15:00,3.75,12.81
02.01.2024 15:15,4.72,12.8
02.01.2024 15:30,4.72,13.96
02.01.2024 15:45,4.34,14.71
02.01.2024 16:00,3.2,12.76
02.01.2024 16:15,4.9,13.1
02.01.2024 16:30,5.1,13.28
02.01.2024 16:45,5.14,13.29
02.01.2024 17:00,3.17,10.57
02.01.2024 17:15,3.94,12.65
02.01.2024 17:30,4.74,12.83
02.01.2024 17:45,5.47,13.62
02.01.2024 18:00,4.08,11.75
02.01.2024 18:15,3.64,12.66
02.01.2024 18:30,3.27,10.19
02.01.2024 18:45,4.61,13.48
02.01.2024 19:00,4.03,13.95
02.01.2024 19:15,3.82,12.97
02.01.2024 19:30,1.76,10.46
02.01.2024 19:45,-0.41,9.9
02.01.2024 20:00,2.58,14.21
02.01.2024 20:15,0.61,10.79
02.01.2024 20:30,1.17,8.77
02.01.2024 20:45,2.16,12.71
02.01.2024 21:00,1.64,12.43
02.01.2024 21:15,0.94,10.27
02.01.2024 21:30,0.84,12.65
02.01.2024 21:45,-4.87,7.7
02.01.2024 22:00,0.49,11.86
02.01.2024 22:15,0.78,10.99
02.01.2024 22:30,0.72,7.7
02.01.2024 22:45,-1.75,7.7
02.01.2024 23:00,-0.19,14.16
02.01.2024 23:15,-0.55,9.98
02.01.2024 23:30,-4.21,4.35
02.01.2024 23:45,-18.62,4.35
03.01.2024 00:00,-15.6,7.43
03.01.2024 00:15,-2.21,7.43
03.01.2024 00:30,-0.97,7.43
03.01.2024 00:45,-4.23,7.43
03.01.2024 01:00,-2.07,3.04
03.01.2024 01:15,-2.71,2.22
03.01.2024 01:30,-3.32,2.22
03.01.2024 01:45,-2.02,3.04
03.01.2024 02:00,-1.93,2.43
03.01.2024 02:15,-1.91,2.41
03.01.2024 02:30,-2.91,1.8
03.01.2024 02:45,-5.63,1.8
03.01.2024 03:00,-3.26,2.42
03.01.2024 03:15,-3.75,1.8
03.01.2024 03:30,-3.76,1.8
03.01.2024 03:45,-4.29,1.8
03.01.2024 04:00,-3.99,1.79
03.01.2024 04:15,-4,1.79
03.01.2024 04:30,-3.99,2.65
03.01.2024 04:45,-3.99,1.79
03.01.2024 05:00,-6.09,4.42
03.01.2024 05:15,-3.33,3.15
03.01.2024 05:30,-3.34,4.45
03.01.2024 05:45,-3.34,5.51
03.01.2024 06:00,-11.14,6.26
03.01.2024 06:15,-1.43,9.31
03.01.2024 06:30,1.96,9.24
03.01.2024 06:45,2.85,9.23
03.01.2024 07:00,-7.96,7.15
03.01.2024 07:15,1.99,10.53
03.01.2024 07:30,3.06,10.81
03.01.2024 07:45,3.11,11.42
03.01.2024 08:00,2.79,10.81
03.01.2024 08:15,3.5,10.9
03.01.2024 08:30,3.5,11.17
03.01.2024 08:45,3.5,11.63
03.01.2024 09:00,3.8,11.06
03.01.2024 09:15,3.79,10.91
03.01.2024 09:30,3.57,11.02
03.01.2024 09:45,-0.41,7.47
03.01.2024 10:00,0.08,10.56
03.01.2024 10:15,-0.87,10.15
03.01.2024 10:30,-2.56,7
03.01.2024 10:45,-11.37,7
03.01.2024 11:00,-3.74,10.34
03.01.2024 11:15,2.75,9.89
03.01.2024 11:30,2.55,6.73
03.01.2024 11:45,3.55,10.02
03.01.2024 12:00,4.04,11.85
03.01.2024 12:15,3.91,11.79
03.01.2024 12:30,3.7,10.49
03.01.2024 12:45,1.8,10.48
03.01.2024 13:00,1.94,11.39
03.01.2024 13:15,3.67,11.34
03.01.2024 13:30,3.36,11.2
03.01.2024 13:45,1.9,11.2
03.01.2024 14:00,3.62,12.43
03.01.2024 14:15,3.6,12.68
03.01.2024 14:30,3.59,14.03
03.01.2024 14:45,3.6,14.03
03.01.2024 15:00,4.73,13.26
03.01.2024 15:15,4.73,13.86
03.01.2024 15:30,4.73,15.88
03.01.2024 15:45,4.83,14.64
03.01.2024 16:00,5,13.01
03.01.2024 16:15,5.3,12.91
03.01.2024 16:30,5.32,15.8
03.01.2024 16:45,5.82,16.8
03.01.2024 17:00,5.69,11.69
03.01.2024 17:15,5.83,11.58
03.01.2024 17:30,5.93,13.29
03.01.2024 17:45,5.87,15.38
03.01.2024 18:00,6.07,11.65
03.01.2024 18:15,6.16,11.58
03.01.2024 18:30,5.58,11.56
03.01.2024 18:45,5.78,11.67
03.01.2024 19:00,5.95,12.03
03.01.2024 19:15,5.9,12.16
03.01.2024 19:30,5.62,11.71
03.01.2024 19:45,5.9,11.6
03.01.2024 20:00,5.59,15.82
03.01.2024 20:15,5.24,13.36
03.01.2024 20:30,4.21,11.54
03.01.2024 20:45,-0.3,9.65
03.01.2024 21:00,2.03,11.67
03.01.2024 21:15,4.16,13.06
03.01.2024 21:30,4.01,11.92
03.01.2024 21:45,0.77,11.71
03.01.2024 22:00,3.93,12.3
03.01.2024 22:15,3.01,12.42
03.01.2024 22:30,3.06,11.56
03.01.2024 22:45,-3.18,7.78
03.01.2024 23:00,2.24,11.16
03.01.2024 23:15,0.81,11.84
03.01.2024 23:30,-1.07,11.41
03.01.2024 23:45,-5.28,6.42
04.01.2024 00:00,1.88,15.49
04.01.2024 00:15,2.96,15.49
04.01.2024 00:30,-0.28,9.37
04.01.2024 00:45,-4.46,7.87
04.01.2024 01:00,0.22,7.87
04.01.2024 01:15,1.27,7.87
04.01.2024 01:30,1.74,7.64
04.01.2024 01:45,0.85,7.29
04.01.2024 02:00,1.27,6.49
04.01.2024 02:15,-0.46,6.49
04.01.2024 02:30,0.29,6.46
04.01.2024 02:45,-1.08,6.46
04.01.2024 03:00,0.71,6.49
04.01.2024 03:15,-1,6.49
04.01.2024 03:30,-0.29,5.49
04.01.2024 03:45,-2.15,3.86
04.01.2024 04:00,0.1,6.49
04.01.2024 04:15,-1.16,5.93
04.01.2024 04:30,-1.34,6.1
04.01.2024 04:45,-4.04,7.5
04.01.2024 05:00,-0.35,9.57
04.01.2024 05:15,-0.36,10.04
04.01.2024 05:30,-0.35,11.94
04.01.2024 05:45,4.49,12.23
04.01.2024 06:00,0.97,12.36
04.01.2024 06:15,3.69,12.29
04.01.2024 06:30,4.05,12.33
04.01.2024 06:45,4.97,12.51
04.01.2024 07:00,-21.62,9.81
04.01.2024 07:15,-2.04,9.81
04.01.2024 07:30,4.57,12.79
04.01.2024 07:45,6.17,12.87
04.01.2024 08:00,4.86,13.02
04.01.2024 08:15,5.31,13.28
04.01.2024 08:30,5.31,14.29
04.01.2024 08:45,5.31,14.27
04.01.2024 09:00,6.93,16.27
04.01.2024 09:15,6.89,15.35
04.01.2024 09:30,7.06,12.77
04.01.2024 09:45,6.94,12.71
04.01.2024 10:00,6.67,17.13
04.01.2024 10:15,7.79,17.79
04.01.2024 10:30,6.69,13.88
04.01.2024 10:45,5.47,13.14
04.01.2024 11:00,6.44,13.2
04.01.2024 11:15,5.03,12.83
04.01.2024 11:30,5.8,12.69
04.01.2024 11:45,2.79,12.66
04.01.2024 12:00,3.25,13.49
04.01.2024 12:15,4.83,12.69
04.01.2024 12:30,2.81,10.07
04.01.2024 12:45,-9.67,10.07
04.01.2024 13:00,-2.62,14.76
04.01.2024 13:15,6.31,12.79
04.01.2024 13:30,6.47,12.71
04.01.2024 13:45,6.25,12.77
04.01.2024 14:00,6.53,12.81
04.01.2024 14:15,6.39,12.68
04.01.2024 14:30,6.53,12.86
04.01.2024 14:45,6.54,12.86
04.01.2024 15:00,5.93,12.97
04.01.2024 15:15,6.12,12.97
04.01.2024 15:30,7.03,17.15
04.01.2024 15:45,6.71,17.16
04.01.2024 16:00,4.56,13.19
04.01.2024 16:15,7.57,13.39
04.01.2024 16:30,7.58,16.22
04.01.2024 16:45,8.99,17.59
04.01.2024 17:00,7.27,16.61
04.01.2024 17:15,9.28,17.23
04.01.2024 17:30,9.28,18.38
04.01.2024 17:45,9.28,19.94
04.01.2024 18:00,9.37,17.31
04.01.2024 18:15,7.43,15.21
04.01.2024 18:30,7.52,14.05
04.01.2024 18:45,7.64,16.63
04.01.2024 19:00,7.64,20.15
04.01.2024 19:15,7.36,18.9
04.01.2024 19:30,7.28,13.61
04.01.2024 19:45,5.94,13.54
04.01.2024 20:00,7.23,19.5
04.01.2024 20:15,7.43,17.65
04.01.2024 20:30,7.38,14.47
04.01.2024 20:45,4.15,12.71
04.01.2024 21:00,6.59,19
04.01.2024 21:15,7.19,18.97
04.01.2024 21:30,6.54,14.59
04.01.2024 21:45,2.84,12.7
04.01.2024 22:00,4.41,19.22
04.01.2024 22:15,6.72,18.76
04.01.2024 22:30,6.88,16.76
04.01.2024 22:45,6.27,13.59
04.01.2024 23:00,7.47,18.89
04.01.2024 23:15,6.54,16.32
04.01.2024 23:30,5.33,12.75
04.01.2024 23:45,4.89,13.08
05.01.2024 00:00,6.46,18.36
05.01.2024 00:15,7.36,19.51
05.01.2024 00:30,5.95,16.6
05.01.2024 00:45,2.79,12.65
05.01.2024 01:00,5.59,16.45
05.01.2024 01:15,5.96,13.94
05.01.2024 01:30,5.28,12.68
05.01.2024 01:45,4.79,12.65
05.01.2024 02:00,5.7,14.87
05.01.2024 02:15,5.7,13.68
05.01.2024 02:30,5.62,14.18
05.01.2024 02:45,4.98,12.66
05.01.2024 03:00,6.5,16.88
05.01.2024 03:15,5.6,14.72
05.01.2024 03:30,5.05,12.78
05.01.2024 03:45,3.86,12.65
05.01.2024 04:00,4.44,12.66
05.01.2024 04:15,5.48,12.65
05.01.2024 04:30,5.37,12.91
05.01.2024 04:45,5.54,13.2
05.01.2024 05:00,1.3,12.65
05.01.2024 05:15,1.59,10.59
05.01.2024 05:30,3.3,16.02
05.01.2024 05:45,6,14.93
05.01.2024 06:00,-0.02,10.29
05.01.2024 06:15,4.18,10.29
05.01.2024 06:30,6.07,14.6
05.01.2024 06:45,6.59,16.42
05.01.2024 07:00,2.81,13.12
05.01.2024 07:15,7.58,13
05.01.2024 07:30,7.64,12.88
05.01.2024 07:45,7.64,14.67
05.01.2024 08:00,6.63,12
05.01.2024 08:15,7.14,13.1
05.01.2024 08:30,7.54,13.46
05.01.2024 08:45,7.62,13.98
05.01.2024 09:00,7.65,14.04
05.01.2024 09:15,7.64,13.93
05.01.2024 09:30,7.55,13.9
05.01.2024 09:45,7.65,15.48
05.01.2024 10:00,8.39,17.34
05.01.2024 10:15,7.39,17.29
05.01.2024 10:30,7.38,15.79
05.01.2024 10:45,7.34,12.71
05.01.2024 11:00,7.47,17.31
05.01.2024 11:15,7.25,16.42
05.01.2024 11:30,7.31,14.49
05.01.2024 11:45,7.34,13.6
05.01.2024 12:00,7.88,19.82
05.01.2024 12:15,6.41,18.61
05.01.2024 12:30,6.78,14.62
05.01.2024 12:45,4.75,12.74
05.01.2024 13:00,7.04,12.82
05.01.2024 13:15,6.85,13.07
05.01.2024 13:30,6.75,13.39
05.01.2024 13:45,6.51,12.88
05.01.2024 14:00,6.93,12.85
05.01.2024 14:15,7.06,13.67
05.01.2024 14:30,7.21,14.9
05.01.2024 14:45,6.79,15.67
05.01.2024 15:00,7.25,13.63
05.01.2024 15:15,7.12,13.48
05.01.2024 15:30,6.96,13.41
05.01.2024 15:45,7.38,13.33
05.01.2024 16:00,7.52,13.68
05.01.2024 16:15,7.54,15.6
05.01.2024 16:30,7.6,15.37
05.01.2024 16:45,8.63,16.31
05.01.2024 17:00,7.28,14.93
05.01.2024 17:15,7.51,15.66
05.01.2024 17:30,7.5,14.53
05.01.2024 17:45,7.65,13.75
05.01.2024 18:00,7.55,13.99
05.01.2024 18:15,7.58,13.96
05.01.2024 18:30,7.54,13.96
05.01.2024 18:45,7.6,14
05.01.2024 19:00,7.51,14.8
05.01.2024 19:15,7.52,14.66
05.01.2024 19:30,7.33,13.53
05.01.2024 19:45,5.43,13.35
05.01.2024 20:00,6.75,13.2
05.01.2024 20:15,7.34,13.02
05.01.2024 20:30,6.9,13.16
05.01.2024 20:45,3.81,13.04
05.01.2024 21:00,5.4,13.89
05.01.2024 21:15,6.48,13.36
05.01.2024 21:30,5.67,12.56
05.01.2024 21:45,-4.28,12.43
05.01.2024 22:00,3.32,12.21
05.01.2024 22:15,5.28,12.28
05.01.2024 22:30,5.33,12.49
05.01.2024 22:45,0.78,12.14
05.01.2024 23:00,5.31,12.88
05.01.2024 23:15,4.16,12.3
05.01.2024 23:30,2.69,11.64
05.01.2024 23:45,-0.84,11.65
06.01.2024 00:00,2.7,13.83
06.01.2024 00:15,4.17,13.74
06.01.2024 00:30,2.76,13.64
06.01.2024 00:45,2.17,13.75
06.01.2024 01:00,5.02,13.81
06.01.2024 01:15,3.43,13.24
06.01.2024 01:30,3.92,13.05
06.01.2024 01:45,1.69,9.89
06.01.2024 02:00,3.57,13.75
06.01.2024 02:15,3.71,12.95
06.01.2024 02:30,4.12,12.97
06.01.2024 02:45,4.5,12.98
06.01.2024 03:00,4.86,13.02
06.01.2024 03:15,4.55,12.93
06.01.2024 03:30,3.63,12.6
06.01.2024 03:45,2.33,11.31
06.01.2024 04:00,2.69,13.03
06.01.2024 04:15,4.84,12.63
06.01.2024 04:30,4.86,12.63
06.01.2024 04:45,3.88,12.63
06.01.2024 05:00,2.96,12.9
06.01.2024 05:15,4.95,13.08
06.01.2024 05:30,4.95,13.58
06.01.2024 05:45,4.92,12.92
06.01.2024 06:00,3.76,13.41
06.01.2024 06:15,4.52,13.32
06.01.2024 06:30,4.81,12.97
06.01.2024 06:45,4.94,12.96
06.01.2024 07:00,4.02,12.27
06.01.2024 07:15,5.02,13.65
06.01.2024 07:30,4.66,13.64
06.01.2024 07:45,5.08,13.8
06.01.2024 08:00,4.26,13.82
06.01.2024 08:15,3.73,13.65
06.01.2024 08:30,5.52,13.89
06.01.2024 08:45,5.71,15.12
06.01.2024 09:00,5.38,13.74
06.01.2024 09:15,6.08,14.02
06.01.2024 09:30,6.12,16.09
06.01.2024 09:45,6.05,16.05
06.01.2024 10:00,6.26,15.62
06.01.2024 10:15,6.3,16.67
06.01.2024 10:30,6.29,15.04
06.01.2024 10:45,6.24,15.91
06.01.2024 11:00,5.89,15.48
06.01.2024 11:15,5.96,15.58
06.01.2024 11:30,5.9,16.17
06.01.2024 11:45,6.27,17.89
06.01.2024 12:00,6.39,16.62
06.01.2024 12:15,7.74,18.87
06.01.2024 12:30,7.74,17.35
06.01.2024 12:45,6.29,17.88
06.01.2024 13:00,6.3,16.18
06.01.2024 13:15,6.28,16.55
06.01.2024 13:30,6.3,16.33
06.01.2024 13:45,6.17,15.34
06.01.2024 14:00,5.74,14.16
06.01.2024 14:15,6.13,14.88
06.01.2024 14:30,6.18,16.94
06.01.2024 14:45,6.3,17.18
06.01.2024 15:00,6.91,17.9
06.01.2024 15:15,6.93,18.06
06.01.2024 15:30,7.77,17.76
06.01.2024 15:45,7.77,17.96
06.01.2024 16:00,6.92,16.44
06.01.2024 16:15,8.11,17.5
06.01.2024 16:30,6.93,17.15
06.01.2024 16:45,8.11,17.67
06.01.2024 17:00,6.64,16.56
06.01.2024 17:15,6.99,16.66
06.01.2024 17:30,7.02,18.01
06.01.2024 17:45,7.02,18.34
06.01.2024 18:00,6.81,16.25
06.01.2024 18:15,6.58,15.53
06.01.2024 18:30,6.79,15.74
06.01.2024 18:45,6.03,15.85
06.01.2024 19:00,6.68,16.01
06.01.2024 19:15,5.97,15.52
06.01.2024 19:30,6.09,16.24
06.01.2024 19:45,5.43,15.88
06.01.2024 20:00,3.77,18.43
06.01.2024 20:15,5.87,18.75
06.01.2024 20:30,4.19,15.6
06.01.2024 20:45,2.92,14.93
06.01.2024 21:00,3.63,16.58
06.01.2024 21:15,5.75,16.29
06.01.2024 21:30,5.54,14.29
06.01.2024 21:45,2.82,13.7
06.01.2024 22:00,3.3,15.4
06.01.2024 22:15,5.53,15.97
06.01.2024 22:30,5.67,15.92
06.01.2024 22:45,5.39,14.95
06.01.2024 23:00,5.58,16.67
06.01.2024 23:15,5.5,14.53
06.01.2024 23:30,4.06,13.81
06.01.2024 23:45,3.59,12.86
07.01.2024 00:00,4.92,14.19
07.01.2024 00:15,3.4,14.27
07.01.2024 00:30,1.68,13.77
07.01.2024 00:45,-1.74,11.59
07.01.2024 01:00,0.52,13.89
07.01.2024 01:15,5.36,13.73
07.01.2024 01:30,4.2,13.65
07.01.2024 01:45,-0.83,9.43
07.01.2024 02:00,-4.52,13.76
07.01.2024 02:15,2.41,13.42
07.01.2024 02:30,3.01,9.08
07.01.2024 02:45,1.76,9.08
07.01.2024 03:00,2.12,12.83
07.01.2024 03:15,4.45,12.69
07.01.2024 03:30,4.26,12.77
07.01.2024 03:45,1.7,12.69
07.01.2024 04:00,3.2,12.4
07.01.2024 04:15,4.57,12.39
07.01.2024 04:30,5.26,12.39
07.01.2024 04:45,4.68,12.39
07.01.2024 05:00,4.93,12.72
07.01.2024 05:15,5.19,12.7
07.01.2024 05:30,5.47,12.76
07.01.2024 05:45,5.31,12.71
07.01.2024 06:00,2.94,13.11
07.01.2024 06:15,5.06,13.02
07.01.2024 06:30,3.7,13.12
07.01.2024 06:45,5.02,13.06
07.01.2024 07:00,4.04,13.58
07.01.2024 07:15,5.65,13.58
07.01.2024 07:30,5.94,13.59
07.01.2024 07:45,5.97,13.6
07.01.2024 08:00,0.89,13.81
07.01.2024 08:15,4.7,13.78
07.01.2024 08:30,4.36,13.7
07.01.2024 08:45,6.02,13.98
07.01.2024 09:00,0.29,12.54
07.01.2024 09:15,5.81,12.59
07.01.2024 09:30,5.8,13.64
07.01.2024 09:45,5.95,14.66
07.01.2024 10:00,5.86,13.54
07.01.2024 10:15,6.05,14.64
07.01.2024 10:30,6.05,14.17
07.01.2024 10:45,5.88,14.34
07.01.2024 11:00,5.75,14.7
07.01.2024 11:15,5.91,15.41
07.01.2024 11:30,7.61,15.5
07.01.2024 11:45,5.79,15.59
07.01.2024 12:00,5.73,14.9
07.01.2024 12:15,5.72,15.61
07.01.2024 12:30,5.87,15.42
07.01.2024 12:45,5.83,15.46
07.01.2024 13:00,5.9,15.56
07.01.2024 13:15,5.73,14.56
07.01.2024 13:30,5.76,12.44
07.01.2024 13:45,0.72,12.1
07.01.2024 14:00,-0.12,14.53
07.01.2024 14:15,5.03,14.13
07.01.2024 14:30,5.99,14.23
07.01.2024 14:45,5.87,15.48
07.01.2024 15:00,5.98,17.38
07.01.2024 15:15,6.76,17.61
07.01.2024 15:30,7.86,18.19
07.01.2024 15:45,7.86,19.33
07.01.2024 16:00,5.99,16.33
07.01.2024 16:15,5.98,16.53
07.01.2024 16:30,8.26,18.43
07.01.2024 16:45,8.26,19.99
07.01.2024 17:00,6.84,16.91
07.01.2024 17:15,6.82,15.82
07.01.2024 17:30,8.98,18.85
07.01.2024 17:45,6.8,20.04
07.01.2024 18:00,6.84,14.58
07.01.2024 18:15,6.83,16.23
07.01.2024 18:30,6.82,15.15
07.01.2024 18:45,6.81,15.49
07.01.2024 19:00,6.84,13.01
07.01.2024 19:15,6.81,15.54
07.01.2024 19:30,6.64,13.01
07.01.2024 19:45,4.93,13.01
07.01.2024 20:00,5.87,14.96
07.01.2024 20:15,2.92,13.76
07.01.2024 20:30,3.69,13.74
07.01.2024 20:45,3.02,13.68
07.01.2024 21:00,3.89,15.29
07.01.2024 21:15,5.56,15.16
07.01.2024 21:30,4.91,13.65
07.01.2024 21:45,-2.66,12.88
07.01.2024 22:00,1.5,14.63
07.01.2024 22:15,2.81,13.69
07.01.2024 22:30,3.06,14.08
07.01.2024 22:45,0.39,12.05
07.01.2024 23:00,4.4,14.36
07.01.2024 23:15,0.92,13.64
07.01.2024 23:30,1.42,12.17
07.01.2024 23:45,0.9,12.17
08.01.2024 00:00,2.81,15.21
08.01.2024 00:15,2.65,10.45
08.01.2024 00:30,1.12,10.45
08.01.2024 00:45,-1.65,10.45
08.01.2024 01:00,-7.2,15.85
08.01.2024 01:15,6.34,15.17
08.01.2024 01:30,5.55,14.51
08.01.2024 01:45,5.11,10.28
08.01.2024 02:00,6.27,16.96
08.01.2024 02:15,6.48,16.8
08.01.2024 02:30,6.48,16.16
08.01.2024 02:45,6.11,15.28
08.01.2024 03:00,7.21,17.12
08.01.2024 03:15,7.21,16.9
08.01.2024 03:30,7.21,16.64
08.01.2024 03:45,7.21,15.89
08.01.2024 04:00,6.48,15.66
08.01.2024 04:15,7.21,16.18
08.01.2024 04:30,7.21,16.75
08.01.2024 04:45,7.21,17.52
08.01.2024 05:00,4.65,16.64
08.01.2024 05:15,5.84,14.13
08.01.2024 05:30,5.63,17.29
08.01.2024 05:45,7.52,18.98
08.01.2024 06:00,2.26,15.9
08.01.2024 06:15,6.29,16.35
08.01.2024 06:30,8.59,20.39
08.01.2024 06:45,8.59,22.37
08.01.2024 07:00,5.93,19.23
08.01.2024 07:15,6.39,16.67
08.01.2024 07:30,6.39,18.78
08.01.2024 07:45,6.28,23.41
08.01.2024 08:00,7.32,16.64
08.01.2024 08:15,7.58,16.45
08.01.2024 08:30,7.36,16.78
08.01.2024 08:45,7.77,17.36
08.01.2024 09:00,7.77,16.81
08.01.2024 09:15,7.77,16.98
08.01.2024 09:30,7.77,16.63
08.01.2024 09:45,7.77,17.17
08.01.2024 10:00,7.59,17.27
08.01.2024 10:15,7.77,17.01
08.01.2024 10:30,7.76,16.47
08.01.2024 10:45,7.72,16.6
08.01.2024 11:00,7.25,16.1
08.01.2024 11:15,7.33,16.05
08.01.2024 11:30,7.14,16.08
08.01.2024 11:45,7.6,16.44
08.01.2024 12:00,6.7,16.94
08.01.2024 12:15,9.01,16.87
08.01.2024 12:30,6.66,16.67
08.01.2024 12:45,6.45,15.67
08.01.2024 13:00,6.29,21.82
08.01.2024 13:15,9,26.75
08.01.2024 13:30,9,19.5
08.01.2024 13:45,9,18.05
