,datetime,Hydro_Pumped_Storage,Hydro_Run_of_river_and_poundage,Hydro_Water_Reservoir,Nuclear,Solar,Wind_Onshore
62309,2024-01-01 00:00:00+01:00,44,218.0,255,3023,0.0,43.0
62310,2024-01-01 01:00:00+01:00,76,221.0,268,3022,0.0,38.0
62311,2024-01-01 02:00:00+01:00,56,218.0,278,3021,0.0,35.0
62312,2024-01-01 03:00:00+01:00,48,219.0,284,3020,0.0,44.0
62313,2024-01-01 04:00:00+01:00,66,218.0,301,3020,0.0,41.0
62314,2024-01-01 05:00:00+01:00,51,218.0,274,3019,0.0,43.0
62315,2024-01-01 06:00:00+01:00,42,218.0,264,3018,0.0,45.0
62316,2024-01-01 07:00:00+01:00,42,218.0,295,3018,0.0,44.0
62317,2024-01-01 08:00:00+01:00,53,217.0,267,3018,2.0,42.0
62318,2024-01-01 09:00:00+01:00,103,218.0,270,3015,108.0,39.0
62319,2024-01-01 10:00:00+01:00,94,218.0,234,3018,454.0,34.0
62320,2024-01-01 11:00:00+01:00,66,217.0,255,3016,489.0,30.0
62321,2024-01-01 12:00:00+01:00,49,216.0,248,3015,450.0,24.0
62322,2024-01-01 13:00:00+01:00,118,221.0,283,3014,438.0,21.0
62323,2024-01-01 14:00:00+01:00,143,217.0,257,3014,430.0,18.0
62324,2024-01-01 15:00:00+01:00,115,215.0,265,3014,321.0,17.0
62325,2024-01-01 16:00:00+01:00,276,217.0,338,3014,71.0,21.0
62326,2024-01-01 17:00:00+01:00,473,219.0,445,3014,0.0,26.0
62327,2024-01-01 18:00:00+01:00,762,218.0,453,3018,0.0,31.0
62328,2024-01-01 19:00:00+01:00,528,217.0,348,3019,0.0,34.0
62329,2024-01-01 20:00:00+01:00,405,220.0,405,3021,0.0,42.0
62330,2024-01-01 21:00:00+01:00,247,217.0,376,3022,0.0,39.0
62331,2024-01-01 22:00:00+01:00,144,219.0,389,3025,0.0,46.0
62332,2024-01-01 23:00:00+01:00,86,218.0,323,3034,0.0,51.0
62333,2024-01-02 00:00:00+01:00,121,210.0,249,3030,0.0,53.0
62334,2024-01-02 01:00:00+01:00,154,209.0,234,3024,0.0,51.0
62335,2024-01-02 02:00:00+01:00,89,211.0,225,3023,0.0,52.0
62336,2024-01-02 03:00:00+01:00,79,208.0,230,3023,0.0,52.0
62337,2024-01-02 04:00:00+01:00,53,212.0,263,3024,0.0,55.0
62338,2024-01-02 05:00:00+01:00,91,212.0,303,3018,0.0,58.0
62339,2024-01-02 06:00:00+01:00,237,214.0,308,3018,0.0,59.0
62340,2024-01-02 07:00:00+01:00,417,213.0,382,3016,0.0,58.0
62341,2024-01-02 08:00:00+01:00,446,260.0,314,3010,0.0,60.0
62342,2024-01-02 09:00:00+01:00,420,268.0,422,3008,30.0,58.0
62343,2024-01-02 10:00:00+01:00,593,243.0,426,3011,113.0,57.0
62344,2024-01-02 11:00:00+01:00,714,216.0,403,3010,213.0,57.0
62345,2024-01-02 12:00:00+01:00,781,215.0,424,3010,302.0,55.0
62346,2024-01-02 13:00:00+01:00,862,216.0,358,3008,174.0,58.0
62347,2024-01-02 14:00:00+01:00,940,218.0,533,3007,108.0,55.0
62348,2024-01-02 15:00:00+01:00,1002,220.0,663,3006,60.0,52.0
62349,2024-01-02 16:00:00+01:00,1169,249.0,800,3007,4.0,53.0
62350,2024-01-02 17:00:00+01:00,1279,265.0,863,3006,0.0,55.0
62351,2024-01-02 18:00:00+01:00,1150,252.0,814,3008,0.0,56.0
62352,2024-01-02 19:00:00+01:00,670,239.0,557,3009,0.0,58.0
62353,2024-01-02 20:00:00+01:00,266,222.0,359,3008,0.0,55.0
62354,2024-01-02 21:00:00+01:00,213,220.0,269,3007,0.0,60.0
62355,2024-01-02 22:00:00+01:00,47,220.0,341,3006,0.0,60.0
62356,2024-01-02 23:00:00+01:00,42,222.0,265,3008,0.0,56.0
62357,2024-01-03 00:00:00+01:00,80,218.0,245,3007,0.0,57.0
62358,2024-01-03 01:00:00+01:00,49,220.0,248,3009,0.0,51.0
62359,2024-01-03 02:00:00+01:00,51,221.0,254,3006,0.0,47.0
62360,2024-01-03 03:00:00+01:00,41,221.0,235,3008,0.0,45.0
62361,2024-01-03 04:00:00+01:00,38,217.0,231,3008,0.0,43.0
62362,2024-01-03 05:00:00+01:00,52,215.0,219,3006,0.0,48.0
62363,2024-01-03 06:00:00+01:00,133,219.0,321,3004,0.0,50.0
62364,2024-01-03 07:00:00+01:00,320,219.0,338,3006,0.0,48.0
62365,2024-01-03 08:00:00+01:00,454,274.0,526,3006,7.0,47.0
62366,2024-01-03 09:00:00+01:00,335,272.0,438,3006,97.0,50.0
62367,2024-01-03 10:00:00+01:00,221,236.0,354,3011,220.0,50.0
62368,2024-01-03 11:00:00+01:00,217,228.0,297,3014,518.0,48.0
62369,2024-01-03 12:00:00+01:00,100,227.0,305,3009,656.0,47.0
62370,2024-01-03 13:00:00+01:00,85,224.0,310,3005,390.0,50.0
62371,2024-01-03 14:00:00+01:00,68,241.0,453,3005,385.0,52.0
62372,2024-01-03 15:00:00+01:00,190,247.0,418,3004,98.0,53.0
62373,2024-01-03 16:00:00+01:00,615,275.0,586,3003,67.0,58.0
62374,2024-01-03 17:00:00+01:00,730,253.0,750,3005,0.0,53.0
62375,2024-01-03 18:00:00+01:00,1221,261.0,877,3005,0.0,47.0
62376,2024-01-03 19:00:00+01:00,913,238.0,868,3005,0.0,46.0
62377,2024-01-03 20:00:00+01:00,472,224.0,708,3007,0.0,49.0
62378,2024-01-03 21:00:00+01:00,246,222.0,473,3012,0.0,49.0
62379,2024-01-03 22:00:00+01:00,202,222.0,350,3010,0.0,53.0
62380,2024-01-03 23:00:00+01:00,87,222.0,267,3010,0.0,53.0
62381,2024-01-04 00:00:00+01:00,72,222.0,237,3012,0.0,49.0
62382,2024-01-04 01:00:00+01:00,65,221.0,229,3012,0.0,48.0
62383,2024-01-04 02:00:00+01:00,56,222.0,211,3014,0.0,49.0
62384,2024-01-04 03:00:00+01:00,49,222.0,205,3014,0.0,48.0
62385,2024-01-04 04:00:00+01:00,41,219.0,235,3011,0.0,47.0
62386,2024-01-04 05:00:00+01:00,60,219.0,265,3011,0.0,49.0
62387,2024-01-04 06:00:00+01:00,149,232.0,317,3011,0.0,52.0
62388,2024-01-04 07:00:00+01:00,669,235.0,589,3003,0.0,48.0
62389,2024-01-04 08:00:00+01:00,1170,269.0,995,2929,4.0,44.0
62390,2024-01-04 09:00:00+01:00,631,261.0,880,2922,28.0,38.0
62391,2024-01-04 10:00:00+01:00,825,269.0,1001,2926,91.0,37.0
62392,2024-01-04 11:00:00+01:00,554,247.0,547,2925,437.0,41.0
62393,2024-01-04 12:00:00+01:00,780,233.0,548,2922,692.0,36.0
62394,2024-01-04 13:00:00+01:00,977,218.0,571,2919,878.0,29.0
62395,2024-01-04 14:00:00+01:00,1373,228.0,944,2921,603.0,24.0
62396,2024-01-04 15:00:00+01:00,2017,249.0,1703,2922,283.0,27.0
62397,2024-01-04 16:00:00+01:00,2456,270.0,2060,2920,106.0,29.0
62398,2024-01-04 17:00:00+01:00,2930,281.0,2513,2922,0.0,33.0
62399,2024-01-04 18:00:00+01:00,2770,280.0,2488,2926,0.0,34.0
62400,2024-01-04 19:00:00+01:00,2777,251.0,2432,2935,0.0,30.0
62401,2024-01-04 20:00:00+01:00,2499,250.0,2152,2948,0.0,27.0
62402,2024-01-04 21:00:00+01:00,1639,253.0,1391,2952,0.0,24.0
62403,2024-01-04 22:00:00+01:00,1241,230.0,875,2995,0.0,33.0
62404,2024-01-04 23:00:00+01:00,652,227.0,538,3020,0.0,45.0
62405,2024-01-05 00:00:00+01:00,326,226.0,414,3021,0.0,48.0
62406,2024-01-05 01:00:00+01:00,116,223.0,292,3023,0.0,48.0
62407,2024-01-05 02:00:00+01:00,90,224.0,282,3022,0.0,44.0
62408,2024-01-05 03:00:00+01:00,92,222.0,248,3022,0.0,36.0
62409,2024-01-05 04:00:00+01:00,106,215.0,272,3023,0.0,38.0
62410,2024-01-05 05:00:00+01:00,124,227.0,286,3021,0.0,40.0
62411,2024-01-05 06:00:00+01:00,628,221.0,422,3019,0.0,31.0
62412,2024-01-05 07:00:00+01:00,719,236.0,937,3019,0.0,19.0
62413,2024-01-05 08:00:00+01:00,898,264.0,1499,3019,1.0,11.0
62414,2024-01-05 09:00:00+01:00,831,264.0,1306,3018,38.0,9.0
62415,2024-01-05 10:00:00+01:00,799,259.0,1347,3018,69.0,10.0
62416,2024-01-05 11:00:00+01:00,707,242.0,1120,3016,116.0,9.0
62417,2024-01-05 12:00:00+01:00,875,235.0,1106,2849,130.0,7.0
62418,2024-01-05 13:00:00+01:00,865,241.0,997,3017,161.0,6.0
62419,2024-01-05 14:00:00+01:00,889,245.0,1160,3018,183.0,4.0
62420,2024-01-05 15:00:00+01:00,830,244.0,1466,3014,83.0,3.0
62421,2024-01-05 16:00:00+01:00,1869,256.0,1949,3014,25.0,1.0
62422,2024-01-05 17:00:00+01:00,2643,281.0,2523,3012,0.0,1.0
62423,2024-01-05 18:00:00+01:00,2705,274.0,2749,3013,0.0,1.0
62424,2024-01-05 19:00:00+01:00,1583,259.0,2137,3014,0.0,0.0
62425,2024-01-05 20:00:00+01:00,856,228.0,1575,3014,0.0,1.0
62426,2024-01-05 21:00:00+01:00,519,226.0,801,3015,0.0,2.0
62427,2024-01-05 22:00:00+01:00,528,226.0,780,3018,0.0,3.0
62428,2024-01-05 23:00:00+01:00,430,227.0,480,3017,0.0,5.0
62429,2024-01-06 00:00:00+01:00,110,217.0,480,3018,0.0,8.0
62430,2024-01-06 01:00:00+01:00,94,214.0,337,3018,0.0,8.0
62431,2024-01-06 02:00:00+01:00,107,206.0,390,3017,0.0,7.0
62432,2024-01-06 03:00:00+01:00,99,220.0,334,3017,0.0,7.0
62433,2024-01-06 04:00:00+01:00,112,215.0,313,3020,0.0,7.0
62434,2024-01-06 05:00:00+01:00,104,212.0,334,3018,0.0,9.0
62435,2024-01-06 06:00:00+01:00,115,223.0,373,3016,0.0,10.0
62436,2024-01-06 07:00:00+01:00,153,222.0,454,3016,0.0,10.0
62437,2024-01-06 08:00:00+01:00,404,223.0,693,3018,5.0,10.0
62438,2024-01-06 09:00:00+01:00,559,225.0,900,3018,117.0,11.0
62439,2024-01-06 10:00:00+01:00,495,226.0,915,3019,324.0,9.0
62440,2024-01-06 11:00:00+01:00,1041,225.0,1127,3018,620.0,9.0
62441,2024-01-06 12:00:00+01:00,1667,229.0,1318,3018,762.0,9.0
62442,2024-01-06 13:00:00+01:00,1496,225.0,1090,3020,1004.0,10.0
62443,2024-01-06 14:00:00+01:00,1296,225.0,1110,3018,633.0,10.0
62444,2024-01-06 15:00:00+01:00,1640,224.0,1634,3019,335.0,10.0
62445,2024-01-06 16:00:00+01:00,2152,228.0,2116,3017,69.0,9.0
62446,2024-01-06 17:00:00+01:00,2450,236.0,2473,3018,0.0,9.0
62447,2024-01-06 18:00:00+01:00,2705,235.0,2036,3019,0.0,10.0
62448,2024-01-06 19:00:00+01:00,1852,223.0,2317,3019,0.0,12.0
62449,2024-01-06 20:00:00+01:00,1103,223.0,1278,3021,0.0,13.0
62450,2024-01-06 21:00:00+01:00,448,221.0,866,3022,0.0,12.0
62451,2024-01-06 22:00:00+01:00,568,222.0,776,3023,0.0,12.0
62452,2024-01-06 23:00:00+01:00,298,219.0,639,3023,0.0,12.0
62453,2024-01-07 00:00:00+01:00,190,219.0,629,3024,0.0,13.0
62454,2024-01-07 01:00:00+01:00,160,218.0,428,3023,0.0,13.0
62455,2024-01-07 02:00:00+01:00,130,221.0,456,3023,0.0,14.0
62456,2024-01-07 03:00:00+01:00,118,220.0,307,3022,0.0,15.0
62457,2024-01-07 04:00:00+01:00,95,208.0,306,3022,0.0,15.0
62458,2024-01-07 05:00:00+01:00,96,209.0,314,3022,0.0,16.0
62459,2024-01-07 06:00:00+01:00,100,221.0,416,3021,0.0,16.0
62460,2024-01-07 07:00:00+01:00,116,221.0,574,3021,0.0,14.0
62461,2024-01-07 08:00:00+01:00,173,222.0,568,3021,4.0,13.0
62462,2024-01-07 09:00:00+01:00,243,226.0,651,3021,123.0,14.0
62463,2024-01-07 10:00:00+01:00,590,227.0,1137,3020,406.0,14.0
62464,2024-01-07 11:00:00+01:00,613,227.0,1267,3020,430.0,15.0
62465,2024-01-07 12:00:00+01:00,761,229.0,1239,3019,298.0,15.0
62466,2024-01-07 13:00:00+01:00,578,227.0,861,3021,325.0,15.0
62467,2024-01-07 14:00:00+01:00,508,225.0,926,3022,250.0,18.0
62468,2024-01-07 15:00:00+01:00,986,226.0,1469,3020,134.0,21.0
62469,2024-01-07 16:00:00+01:00,2053,229.0,2473,3020,15.0,20.0
62470,2024-01-07 17:00:00+01:00,2574,276.0,2813,3020,0.0,18.0
62471,2024-01-07 18:00:00+01:00,2072,270.0,2688,3020,0.0,17.0
62472,2024-01-07 19:00:00+01:00,1346,254.0,2378,3022,0.0,14.0
62473,2024-01-07 20:00:00+01:00,564,226.0,1149,3026,0.0,12.0
62474,2024-01-07 21:00:00+01:00,507,225.0,988,3027,0.0,10.0
62475,2024-01-07 22:00:00+01:00,364,225.0,827,3024,0.0,10.0
62476,2024-01-07 23:00:00+01:00,359,222.0,723,3026,0.0,9.0
62477,2024-01-08 00:00:00+01:00,187,210.0,616,3026,0.0,10.0
62478,2024-01-08 01:00:00+01:00,157,207.0,643,3026,0.0,10.0
62479,2024-01-08 02:00:00+01:00,135,205.0,620,3026,0.0,10.0
62480,2024-01-08 03:00:00+01:00,106,222.0,520,3027,0.0,10.0
62481,2024-01-08 04:00:00+01:00,157,219.0,554,3025,0.0,9.0
62482,2024-01-08 05:00:00+01:00,268,225.0,783,3034,0.0,9.0
62483,2024-01-08 06:00:00+01:00,386,231.0,800,3033,0.0,7.0
62484,2024-01-08 07:00:00+01:00,1663,253.0,2364,3028,0.0,6.0
62485,2024-01-08 08:00:00+01:00,2063,295.0,3222,3020,0.0,5.0
62486,2024-01-08 09:00:00+01:00,2018,281.0,2963,3021,0.0,4.0
62487,2024-01-08 10:00:00+01:00,1701,267.0,2946,3019,0.0,3.0
62488,2024-01-08 11:00:00+01:00,1851,245.0,3009,3024,1.0,3.0
62489,2024-01-08 12:00:00+01:00,1432,236.0,2336,3021,0.0,4.0
62490,2024-01-08 13:00:00+01:00,1260,232.0,2287,3020,0.0,5.0
62491,2024-01-08 14:00:00+01:00,1507,248.0,2539,3020,0.0,6.0
62492,2024-01-08 15:00:00+01:00,1800,268.0,2816,3021,0.0,6.0
62493,2024-01-08 16:00:00+01:00,2306,288.0,2857,3027,0.0,6.0
62494,2024-01-08 17:00:00+01:00,2201,291.0,3072,3022,0.0,5.0
62495,2024-01-08 18:00:00+01:00,2359,285.0,3221,3024,0.0,3.0
62496,2024-01-08 19:00:00+01:00,2295,257.0,2951,3022,0.0,3.0
62497,2024-01-08 20:00:00+01:00,994,228.0,1798,3022,0.0,2.0
62498,2024-01-08 21:00:00+01:00,586,217.0,1413,3023,0.0,2.0
62499,2024-01-08 22:00:00+01:00,344,213.0,1068,3026,0.0,2.0
62500,2024-01-08 23:00:00+01:00,245,214.0,532,3025,0.0,2.0
62501,2024-01-09 00:00:00+01:00,116,204.0,765,3026,0.0,2.0
62502,2024-01-09 01:00:00+01:00,78,209.0,571,3025,0.0,2.0
62503,2024-01-09 02:00:00+01:00,63,209.0,629,3026,0.0,2.0
62504,2024-01-09 03:00:00+01:00,60,203.0,622,3026,0.0,2.0
62505,2024-01-09 04:00:00+01:00,89,203.0,621,3027,0.0,2.0
62506,2024-01-09 05:00:00+01:00,129,210.0,770,3021,0.0,2.0
62507,2024-01-09 06:00:00+01:00,1053,265.0,2009,3019,0.0,2.0
62508,2024-01-09 07:00:00+01:00,2274,273.0,3030,3019,0.0,2.0
62509,2024-01-09 08:00:00+01:00,3119,287.0,3635,3018,0.0,2.0
62510,2024-01-09 09:00:00+01:00,2889,313.0,3489,3023,0.0,2.0
62511,2024-01-09 10:00:00+01:00,2560,315.0,3078,3021,0.0,2.0
62512,2024-01-09 11:00:00+01:00,2304,249.0,2897,3022,4.0,2.0
62513,2024-01-09 12:00:00+01:00,1283,245.0,2293,3022,3.0,1.0
62514,2024-01-09 13:00:00+01:00,1237,241.0,2003,3022,2.0,1.0
62515,2024-01-09 14:00:00+01:00,1601,250.0,2361,3021,0.0,2.0
62516,2024-01-09 15:00:00+01:00,2170,277.0,3210,3021,0.0,2.0
62517,2024-01-09 16:00:00+01:00,3338,327.0,3625,3023,0.0,2.0
62518,2024-01-09 17:00:00+01:00,3497,335.0,3810,3021,0.0,1.0
62519,2024-01-09 18:00:00+01:00,3363,307.0,3776,3023,0.0,2.0
62520,2024-01-09 19:00:00+01:00,3354,309.0,3603,3025,0.0,2.0
62521,2024-01-09 20:00:00+01:00,2718,310.0,3538,3021,0.0,2.0
62522,2024-01-09 21:00:00+01:00,2156,267.0,2959,3023,0.0,2.0
62523,2024-01-09 22:00:00+01:00,1225,227.0,2889,3025,0.0,2.0
62524,2024-01-09 23:00:00+01:00,961,218.0,2172,3025,0.0,2.0
62525,2024-01-10 00:00:00+01:00,611,208.0,1454,3023,0.0,3.0
62526,2024-01-10 01:00:00+01:00,381,209.0,1120,3024,0.0,5.0
62527,2024-01-10 02:00:00+01:00,381,219.0,1000,3025,0.0,4.0
62528,2024-01-10 03:00:00+01:00,429,210.0,958,3032,0.0,2.0
62529,2024-01-10 04:00:00+01:00,545,213.0,1012,3033,0.0,2.0
62530,2024-01-10 05:00:00+01:00,620,214.0,1381,3026,0.0,1.0
62531,2024-01-10 06:00:00+01:00,1935,217.0,3040,3026,0.0,2.0
62532,2024-01-10 07:00:00+01:00,3291,332.0,3831,3031,0.0,2.0
62533,2024-01-10 08:00:00+01:00,3618,334.0,4110,3029,0.0,5.0
62534,2024-01-10 09:00:00+01:00,3578,330.0,4153,3032,0.0,8.0
62535,2024-01-10 10:00:00+01:00,3317,314.0,4104,3029,0.0,8.0
62536,2024-01-10 11:00:00+01:00,3037,260.0,3797,3025,6.0,8.0
62537,2024-01-10 12:00:00+01:00,2882,259.0,3219,3028,3.0,5.0
62538,2024-01-10 13:00:00+01:00,2813,252.0,3293,3021,2.0,5.0
62539,2024-01-10 14:00:00+01:00,2593,265.0,3345,3021,0.0,5.0
62540,2024-01-10 15:00:00+01:00,3303,303.0,3608,3023,0.0,8.0
62541,2024-01-10 16:00:00+01:00,3471,326.0,3729,3022,0.0,15.0
62542,2024-01-10 17:00:00+01:00,3661,326.0,3876,3021,0.0,23.0
62543,2024-01-10 18:00:00+01:00,3607,327.0,3955,3023,0.0,27.0
62544,2024-01-10 19:00:00+01:00,3544,326.0,4128,3023,0.0,29.0
62545,2024-01-10 20:00:00+01:00,3201,302.0,3689,3025,0.0,34.0
62546,2024-01-10 21:00:00+01:00,2843,258.0,3511,3024,0.0,39.0
62547,2024-01-10 22:00:00+01:00,2199,233.0,3410,3026,0.0,37.0
62548,2024-01-10 23:00:00+01:00,1105,222.0,2651,3025,0.0,37.0
62549,2024-01-11 00:00:00+01:00,475,233.0,1286,3027,0.0,39.0
62550,2024-01-11 01:00:00+01:00,323,201.0,1006,3026,0.0,42.0
62551,2024-01-11 02:00:00+01:00,286,206.0,1025,3026,0.0,46.0
62552,2024-01-11 03:00:00+01:00,243,214.0,842,3026,0.0,47.0
62553,2024-01-11 04:00:00+01:00,302,214.0,984,3025,0.0,46.0
62554,2024-01-11 05:00:00+01:00,456,221.0,1191,3024,0.0,41.0
62555,2024-01-11 06:00:00+01:00,1516,226.0,2938,3022,0.0,42.0
62556,2024-01-11 07:00:00+01:00,3242,342.0,3884,3021,0.0,42.0
62557,2024-01-11 08:00:00+01:00,3426,342.0,3935,3020,0.0,38.0
62558,2024-01-11 09:00:00+01:00,2776,334.0,3869,3022,0.0,42.0
62559,2024-01-11 10:00:00+01:00,2465,322.0,3521,3031,0.0,36.0
62560,2024-01-11 11:00:00+01:00,1878,229.0,3005,3030,0.0,37.0
62561,2024-01-11 12:00:00+01:00,1035,235.0,2133,3024,0.0,37.0
62562,2024-01-11 13:00:00+01:00,1410,231.0,2360,3019,0.0,37.0
62563,2024-01-11 14:00:00+01:00,2178,233.0,3322,3021,0.0,37.0
62564,2024-01-11 15:00:00+01:00,2541,277.0,3451,3022,0.0,37.0
62565,2024-01-11 16:00:00+01:00,2803,329.0,3633,3023,0.0,46.0
62566,2024-01-11 17:00:00+01:00,2880,325.0,3844,3023,0.0,41.0
62567,2024-01-11 18:00:00+01:00,3169,317.0,3814,3022,0.0,45.0
62568,2024-01-11 19:00:00+01:00,3088,296.0,3944,3023,0.0,48.0
62569,2024-01-11 20:00:00+01:00,2918,273.0,3764,3024,0.0,47.0
62570,2024-01-11 21:00:00+01:00,1947,230.0,3320,3025,0.0,47.0
62571,2024-01-11 22:00:00+01:00,1619,237.0,2989,3026,0.0,47.0
62572,2024-01-11 23:00:00+01:00,1092,225.0,2870,3024,0.0,46.0
62573,2024-01-12 00:00:00+01:00,1195,196.0,1778,3024,0.0,46.0
62574,2024-01-12 01:00:00+01:00,873,206.0,1564,3025,0.0,45.0
62575,2024-01-12 02:00:00+01:00,499,207.0,1256,3025,0.0,47.0
62576,2024-01-12 03:00:00+01:00,430,205.0,1231,3027,0.0,48.0
62577,2024-01-12 04:00:00+01:00,420,219.0,1238,3025,0.0,49.0
62578,2024-01-12 05:00:00+01:00,518,223.0,1546,3024,0.0,46.0
62579,2024-01-12 06:00:00+01:00,1771,218.0,2979,3023,0.0,48.0
62580,2024-01-12 07:00:00+01:00,2567,339.0,3680,3021,0.0,45.0
62581,2024-01-12 08:00:00+01:00,3163,337.0,3967,3023,0.0,40.0
62582,2024-01-12 09:00:00+01:00,3039,329.0,3971,3025,0.0,37.0
62583,2024-01-12 10:00:00+01:00,3003,307.0,3944,3024,0.0,34.0
62584,2024-01-12 11:00:00+01:00,2223,257.0,3741,3025,0.0,26.0
62585,2024-01-12 12:00:00+01:00,1991,246.0,3286,3023,6.0,31.0
62586,2024-01-12 13:00:00+01:00,1634,210.0,2990,3022,20.0,34.0
62587,2024-01-12 14:00:00+01:00,1535,237.0,3053,3023,9.0,33.0
62588,2024-01-12 15:00:00+01:00,1868,309.0,3435,3023,1.0,29.0
62589,2024-01-12 16:00:00+01:00,2731,346.0,3797,3021,0.0,25.0
62590,2024-01-12 17:00:00+01:00,3317,343.0,3993,3022,0.0,23.0
62591,2024-01-12 18:00:00+01:00,3324,339.0,3962,3023,0.0,29.0
62592,2024-01-12 19:00:00+01:00,2923,317.0,3870,3024,0.0,28.0
62593,2024-01-12 20:00:00+01:00,2431,266.0,3665,3025,0.0,31.0
62594,2024-01-12 21:00:00+01:00,1737,207.0,2967,3023,0.0,27.0
62595,2024-01-12 22:00:00+01:00,1384,203.0,2926,3026,0.0,28.0
62596,2024-01-12 23:00:00+01:00,1210,203.0,2240,3027,0.0,25.0
62597,2024-01-13 00:00:00+01:00,761,203.0,1754,3027,0.0,23.0
62598,2024-01-13 01:00:00+01:00,839,196.0,1327,3028,0.0,15.0
62599,2024-01-13 02:00:00+01:00,728,191.0,1074,3028,0.0,10.0
62600,2024-01-13 03:00:00+01:00,625,199.0,940,3029,0.0,8.0
62601,2024-01-13 04:00:00+01:00,607,200.0,947,3027,0.0,4.0
62602,2024-01-13 05:00:00+01:00,647,199.0,918,3027,0.0,2.0
62603,2024-01-13 06:00:00+01:00,793,202.0,1415,3024,0.0,2.0
62604,2024-01-13 07:00:00+01:00,820,235.0,1854,3026,0.0,2.0
62605,2024-01-13 08:00:00+01:00,1059,236.0,2235,3025,0.0,2.0
62606,2024-01-13 09:00:00+01:00,1437,236.0,2989,3026,0.0,2.0
62607,2024-01-13 10:00:00+01:00,1797,229.0,3000,3025,0.0,2.0
62608,2024-01-13 11:00:00+01:00,1620,221.0,2298,3026,0.0,2.0
62609,2024-01-13 12:00:00+01:00,1593,209.0,2339,3027,0.0,2.0
62610,2024-01-13 13:00:00+01:00,1291,204.0,1696,3026,0.0,2.0
62611,2024-01-13 14:00:00+01:00,1389,212.0,2306,3026,0.0,3.0
62612,2024-01-13 15:00:00+01:00,1589,219.0,2492,3025,0.0,3.0
62613,2024-01-13 16:00:00+01:00,1602,218.0,2742,3027,0.0,4.0
62614,2024-01-13 17:00:00+01:00,2462,239.0,3341,3026,0.0,3.0
62615,2024-01-13 18:00:00+01:00,2638,255.0,3484,3026,0.0,4.0
62616,2024-01-13 19:00:00+01:00,2419,250.0,3087,3026,0.0,5.0
62617,2024-01-13 20:00:00+01:00,1976,227.0,3066,3026,0.0,7.0
62618,2024-01-13 21:00:00+01:00,1589,207.0,3024,3026,0.0,5.0
62619,2024-01-13 22:00:00+01:00,1383,197.0,2717,3026,0.0,6.0
62620,2024-01-13 23:00:00+01:00,1128,195.0,1782,3028,0.0,6.0
62621,2024-01-14 00:00:00+01:00,670,191.0,1103,3027,0.0,6.0
62622,2024-01-14 01:00:00+01:00,435,196.0,971,3027,0.0,6.0
62623,2024-01-14 02:00:00+01:00,406,185.0,935,3026,0.0,7.0
62624,2024-01-14 03:00:00+01:00,430,196.0,894,3028,0.0,8.0
62625,2024-01-14 04:00:00+01:00,343,189.0,940,3026,0.0,9.0
62626,2024-01-14 05:00:00+01:00,411,193.0,944,3026,0.0,10.0
62627,2024-01-14 06:00:00+01:00,384,190.0,1003,3026,0.0,9.0
62628,2024-01-14 07:00:00+01:00,507,193.0,1078,3025,0.0,13.0
62629,2024-01-14 08:00:00+01:00,449,197.0,1043,3025,0.0,13.0
62630,2024-01-14 09:00:00+01:00,667,199.0,1516,3026,0.0,14.0
62631,2024-01-14 10:00:00+01:00,748,191.0,1859,3026,0.0,14.0
62632,2024-01-14 11:00:00+01:00,625,180.0,1724,3025,0.0,10.0
62633,2024-01-14 12:00:00+01:00,325,172.0,1205,3026,1.0,9.0
62634,2024-01-14 13:00:00+01:00,430,192.0,1312,3025,1.0,8.0
62635,2024-01-14 14:00:00+01:00,485,185.0,1058,3026,0.0,9.0
62636,2024-01-14 15:00:00+01:00,798,195.0,1023,3024,0.0,36.0
62637,2024-01-14 16:00:00+01:00,1116,214.0,1868,3023,0.0,47.0
62638,2024-01-14 17:00:00+01:00,1462,216.0,2841,3024,0.0,49.0
62639,2024-01-14 18:00:00+01:00,1858,218.0,3301,3023,0.0,41.0
62640,2024-01-14 19:00:00+01:00,1372,220.0,2945,3022,0.0,36.0
62641,2024-01-14 20:00:00+01:00,776,204.0,2156,3022,0.0,44.0
62642,2024-01-14 21:00:00+01:00,678,198.0,1512,3023,0.0,43.0
62643,2024-01-14 22:00:00+01:00,649,196.0,1538,3024,0.0,35.0
62644,2024-01-14 23:00:00+01:00,460,191.0,990,3025,0.0,37.0
62645,2024-01-15 00:00:00+01:00,467,173.0,960,3024,0.0,47.0
62646,2024-01-15 01:00:00+01:00,185,179.0,861,3022,0.0,44.0
62647,2024-01-15 02:00:00+01:00,174,175.0,790,3024,0.0,31.0
62648,2024-01-15 03:00:00+01:00,229,181.0,771,3024,0.0,22.0
62649,2024-01-15 04:00:00+01:00,249,182.0,751,3022,0.0,27.0
62650,2024-01-15 05:00:00+01:00,585,185.0,1010,3022,0.0,15.0
62651,2024-01-15 06:00:00+01:00,1520,222.0,2713,3020,0.0,8.0
62652,2024-01-15 07:00:00+01:00,1775,228.0,2982,3020,0.0,7.0
62653,2024-01-15 08:00:00+01:00,2490,198.0,3120,3018,0.0,8.0
62654,2024-01-15 09:00:00+01:00,2820,194.0,3321,3021,0.0,9.0
62655,2024-01-15 10:00:00+01:00,2195,163.0,3344,3019,8.0,8.0
62656,2024-01-15 11:00:00+01:00,1952,112.0,3137,3018,28.0,8.0
