,datetime,Hydro_Pumped_Storage,Hydro_Run_of_river_and_poundage,Hydro_Water_Reservoir,Nuclear,Solar,Wind_Onshore
63850,2024-03-05 05:00:00+01:00,345,98.0,1086,3014,0.0,8.0
63851,2024-03-05 06:00:00+01:00,900,115.0,2171,3012,0.0,10.0
63852,2024-03-05 07:00:00+01:00,2247,175.0,3168,3013,9.0,11.0
63853,2024-03-05 08:00:00+01:00,2526,175.0,3216,3012,102.0,12.0
63854,2024-03-05 09:00:00+01:00,2263,173.0,3047,3016,347.0,15.0
63855,2024-03-05 10:00:00+01:00,1581,154.0,2680,3016,1188.0,16.0
63856,2024-03-05 11:00:00+01:00,1506,151.0,2516,3016,1044.0,13.0
63857,2024-03-05 12:00:00+01:00,895,92.0,2055,3017,1878.0,12.0
63858,2024-03-05 13:00:00+01:00,950,87.0,2177,3015,1213.0,17.0
63859,2024-03-05 14:00:00+01:00,1287,89.0,2556,3013,1063.0,17.0
63860,2024-03-05 15:00:00+01:00,610,93.0,2188,3014,770.0,20.0
63861,2024-03-05 16:00:00+01:00,1110,149.0,2689,3015,336.0,16.0
63862,2024-03-05 17:00:00+01:00,2329,168.0,3008,3015,108.0,16.0
63863,2024-03-05 18:00:00+01:00,2832,165.0,3459,3014,3.0,19.0
63864,2024-03-05 19:00:00+01:00,3017,166.0,3273,3014,0.0,17.0
63865,2024-03-05 20:00:00+01:00,2858,163.0,3130,3018,0.0,21.0
63866,2024-03-05 21:00:00+01:00,2212,166.0,3095,3018,0.0,22.0
63867,2024-03-05 22:00:00+01:00,1585,108.0,2803,3020,0.0,22.0
63868,2024-03-05 23:00:00+01:00,774,91.0,1809,3022,0.0,20.0
63869,2024-03-06 00:00:00+01:00,440,93.0,1213,3022,0.0,19.0
63870,2024-03-06 01:00:00+01:00,438,98.0,1158,3022,0.0,16.0
63871,2024-03-06 02:00:00+01:00,356,88.0,824,3023,0.0,17.0
63872,2024-03-06 03:00:00+01:00,257,89.0,727,3023,0.0,17.0
63873,2024-03-06 04:00:00+01:00,282,91.0,1212,3023,0.0,15.0
63874,2024-03-06 05:00:00+01:00,552,110.0,1456,3020,0.0,18.0
63875,2024-03-06 06:00:00+01:00,1972,142.0,2863,3018,0.0,17.0
63876,2024-03-06 07:00:00+01:00,2846,125.0,3475,3018,6.0,18.0
63877,2024-03-06 08:00:00+01:00,2884,118.0,3501,3020,106.0,17.0
63878,2024-03-06 09:00:00+01:00,2466,110.0,3089,3020,478.0,18.0
63879,2024-03-06 10:00:00+01:00,1561,121.0,3040,3018,962.0,16.0
63880,2024-03-06 11:00:00+01:00,1017,125.0,2465,3017,797.0,13.0
63881,2024-03-06 12:00:00+01:00,801,117.0,2086,3019,806.0,11.0
63882,2024-03-06 13:00:00+01:00,811,117.0,2131,3015,1304.0,10.0
63883,2024-03-06 14:00:00+01:00,798,119.0,2155,3015,851.0,10.0
63884,2024-03-06 15:00:00+01:00,870,130.0,2578,3013,923.0,10.0
63885,2024-03-06 16:00:00+01:00,1277,173.0,2774,3015,210.0,11.0
63886,2024-03-06 17:00:00+01:00,2504,192.0,3094,3016,62.0,12.0
63887,2024-03-06 18:00:00+01:00,2739,169.0,3440,3016,24.0,10.0
63888,2024-03-06 19:00:00+01:00,2701,176.0,3552,3016,0.0,8.0
63889,2024-03-06 20:00:00+01:00,2419,176.0,3259,3017,0.0,6.0
63890,2024-03-06 21:00:00+01:00,1554,149.0,2611,3019,0.0,6.0
63891,2024-03-06 22:00:00+01:00,900,113.0,2672,3021,0.0,4.0
63892,2024-03-06 23:00:00+01:00,560,106.0,2011,3022,0.0,1.0
63893,2024-03-07 00:00:00+01:00,367,95.0,1069,3021,0.0,2.0
63894,2024-03-07 01:00:00+01:00,319,93.0,1007,3021,0.0,3.0
63895,2024-03-07 02:00:00+01:00,293,95.0,856,3023,0.0,4.0
63896,2024-03-07 03:00:00+01:00,278,93.0,963,3021,0.0,4.0
63897,2024-03-07 04:00:00+01:00,287,94.0,1001,3022,0.0,4.0
63898,2024-03-07 05:00:00+01:00,484,101.0,1459,3021,0.0,4.0
63899,2024-03-07 06:00:00+01:00,1395,129.0,2912,3018,0.0,6.0
63900,2024-03-07 07:00:00+01:00,2435,179.0,3628,3018,1.0,8.0
63901,2024-03-07 08:00:00+01:00,2569,175.0,3580,3018,56.0,7.0
63902,2024-03-07 09:00:00+01:00,1190,144.0,2583,3018,168.0,6.0
63903,2024-03-07 10:00:00+01:00,747,151.0,2011,3024,335.0,6.0
63904,2024-03-07 11:00:00+01:00,467,193.0,1906,3027,498.0,7.0
63905,2024-03-07 12:00:00+01:00,581,188.0,1619,3023,601.0,8.0
63906,2024-03-07 13:00:00+01:00,659,189.0,1792,3012,821.0,7.0
63907,2024-03-07 14:00:00+01:00,719,190.0,1834,3019,721.0,6.0
63908,2024-03-07 15:00:00+01:00,831,189.0,1997,3019,1147.0,4.0
63909,2024-03-07 16:00:00+01:00,1228,204.0,2246,3016,747.0,4.0
63910,2024-03-07 17:00:00+01:00,2239,251.0,3194,3015,228.0,6.0
63911,2024-03-07 18:00:00+01:00,2919,255.0,3445,3016,25.0,7.0
63912,2024-03-07 19:00:00+01:00,2387,258.0,3545,3018,0.0,5.0
63913,2024-03-07 20:00:00+01:00,1621,228.0,3009,3018,0.0,5.0
63914,2024-03-07 21:00:00+01:00,796,174.0,2221,3020,0.0,6.0
63915,2024-03-07 22:00:00+01:00,739,170.0,1940,3021,0.0,7.0
63916,2024-03-07 23:00:00+01:00,676,172.0,1651,3021,0.0,7.0
63917,2024-03-08 00:00:00+01:00,487,172.0,1954,3023,0.0,7.0
63918,2024-03-08 01:00:00+01:00,351,186.0,1892,3025,0.0,7.0
63919,2024-03-08 02:00:00+01:00,347,178.0,1845,3025,0.0,7.0
63920,2024-03-08 03:00:00+01:00,337,178.0,1373,3025,0.0,5.0
63921,2024-03-08 04:00:00+01:00,326,185.0,1305,3023,0.0,5.0
63922,2024-03-08 05:00:00+01:00,479,203.0,1562,3022,0.0,6.0
63923,2024-03-08 06:00:00+01:00,1158,212.0,2665,3022,0.0,10.0
63924,2024-03-08 07:00:00+01:00,2181,259.0,3352,3022,15.0,20.0
63925,2024-03-08 08:00:00+01:00,2085,243.0,3280,3022,108.0,29.0
63926,2024-03-08 09:00:00+01:00,799,213.0,2290,3022,245.0,21.0
63927,2024-03-08 10:00:00+01:00,749,213.0,2381,3022,505.0,19.0
63928,2024-03-08 11:00:00+01:00,478,205.0,1919,3022,833.0,17.0
63929,2024-03-08 12:00:00+01:00,418,203.0,1713,3021,1216.0,19.0
63930,2024-03-08 13:00:00+01:00,325,197.0,1562,3018,1678.0,19.0
63931,2024-03-08 14:00:00+01:00,302,192.0,1376,3016,1608.0,18.0
63932,2024-03-08 15:00:00+01:00,440,205.0,1854,3013,1360.0,18.0
63933,2024-03-08 16:00:00+01:00,585,203.0,2211,3015,535.0,21.0
63934,2024-03-08 17:00:00+01:00,1253,271.0,2575,3015,194.0,25.0
63935,2024-03-08 18:00:00+01:00,1826,264.0,3096,3015,16.0,13.0
63936,2024-03-08 19:00:00+01:00,1740,239.0,3027,3015,0.0,11.0
63937,2024-03-08 20:00:00+01:00,1246,204.0,2505,3017,0.0,12.0
63938,2024-03-08 21:00:00+01:00,626,196.0,1611,3017,0.0,13.0
63939,2024-03-08 22:00:00+01:00,429,177.0,1545,3023,0.0,14.0
63940,2024-03-08 23:00:00+01:00,375,195.0,892,3020,0.0,10.0
63941,2024-03-09 00:00:00+01:00,331,184.0,1678,3020,0.0,7.0
63942,2024-03-09 01:00:00+01:00,368,187.0,1490,3019,0.0,8.0
63943,2024-03-09 02:00:00+01:00,343,182.0,1360,3019,0.0,10.0
63944,2024-03-09 03:00:00+01:00,298,180.0,1292,3019,0.0,15.0
63945,2024-03-09 04:00:00+01:00,149,177.0,1207,3020,0.0,15.0
63946,2024-03-09 05:00:00+01:00,254,181.0,1610,3019,0.0,14.0
63947,2024-03-09 06:00:00+01:00,458,197.0,1554,3019,0.0,16.0
63948,2024-03-09 07:00:00+01:00,453,195.0,1793,3019,78.0,17.0
63949,2024-03-09 08:00:00+01:00,279,191.0,1295,3019,428.0,17.0
63950,2024-03-09 09:00:00+01:00,297,185.0,1052,3017,1032.0,22.0
63951,2024-03-09 10:00:00+01:00,337,181.0,838,3013,1504.0,24.0
63952,2024-03-09 11:00:00+01:00,212,187.0,783,3010,1749.0,22.0
63953,2024-03-09 12:00:00+01:00,183,173.0,486,3007,1523.0,19.0
63954,2024-03-09 13:00:00+01:00,228,175.0,551,3007,1642.0,20.0
63955,2024-03-09 14:00:00+01:00,374,174.0,742,3003,896.0,17.0
63956,2024-03-09 15:00:00+01:00,462,175.0,766,3000,440.0,16.0
63957,2024-03-09 16:00:00+01:00,466,186.0,1528,3000,291.0,20.0
63958,2024-03-09 17:00:00+01:00,801,200.0,1671,2999,220.0,19.0
63959,2024-03-09 18:00:00+01:00,1942,197.0,3116,3000,20.0,34.0
63960,2024-03-09 19:00:00+01:00,1419,183.0,2879,3002,0.0,40.0
63961,2024-03-09 20:00:00+01:00,695,178.0,2007,3003,0.0,43.0
63962,2024-03-09 21:00:00+01:00,516,187.0,1776,3006,0.0,38.0
63963,2024-03-09 22:00:00+01:00,807,180.0,1915,3009,0.0,32.0
63964,2024-03-09 23:00:00+01:00,229,177.0,1403,3009,0.0,27.0
63965,2024-03-10 00:00:00+01:00,212,172.0,714,3009,0.0,25.0
63966,2024-03-10 01:00:00+01:00,63,164.0,370,3008,0.0,31.0
63967,2024-03-10 02:00:00+01:00,49,160.0,292,3011,0.0,28.0
63968,2024-03-10 03:00:00+01:00,48,157.0,263,3011,0.0,26.0
63969,2024-03-10 04:00:00+01:00,89,153.0,283,3011,0.0,23.0
63970,2024-03-10 05:00:00+01:00,160,163.0,351,3010,0.0,21.0
63971,2024-03-10 06:00:00+01:00,217,152.0,371,3012,0.0,16.0
63972,2024-03-10 07:00:00+01:00,264,147.0,540,3013,24.0,18.0
63973,2024-03-10 08:00:00+01:00,138,152.0,593,3015,193.0,20.0
63974,2024-03-10 09:00:00+01:00,463,143.0,1000,3014,311.0,18.0
63975,2024-03-10 10:00:00+01:00,357,135.0,1063,3015,768.0,14.0
63976,2024-03-10 11:00:00+01:00,344,149.0,1650,3011,1079.0,8.0
63977,2024-03-10 12:00:00+01:00,499,184.0,1538,3010,728.0,5.0
63978,2024-03-10 13:00:00+01:00,433,195.0,1125,3011,390.0,4.0
63979,2024-03-10 14:00:00+01:00,328,182.0,895,3008,215.0,11.0
63980,2024-03-10 15:00:00+01:00,492,169.0,730,3015,155.0,14.0
63981,2024-03-10 16:00:00+01:00,564,177.0,1421,3023,85.0,8.0
63982,2024-03-10 17:00:00+01:00,524,199.0,1821,3025,16.0,14.0
63983,2024-03-10 18:00:00+01:00,1414,203.0,2721,3023,0.0,20.0
63984,2024-03-10 19:00:00+01:00,2131,205.0,2891,3025,0.0,13.0
63985,2024-03-10 20:00:00+01:00,1900,198.0,2513,3025,0.0,15.0
63986,2024-03-10 21:00:00+01:00,313,186.0,1799,3026,0.0,20.0
63987,2024-03-10 22:00:00+01:00,404,189.0,1697,3025,0.0,18.0
63988,2024-03-10 23:00:00+01:00,220,189.0,1157,3025,0.0,17.0
63989,2024-03-11 00:00:00+01:00,89,179.0,722,3025,0.0,17.0
63990,2024-03-11 01:00:00+01:00,135,184.0,565,3021,0.0,25.0
63991,2024-03-11 02:00:00+01:00,118,178.0,454,3023,0.0,27.0
63992,2024-03-11 03:00:00+01:00,153,182.0,511,3021,0.0,21.0
63993,2024-03-11 04:00:00+01:00,128,173.0,622,3021,0.0,17.0
63994,2024-03-11 05:00:00+01:00,435,200.0,1204,3020,0.0,19.0
63995,2024-03-11 06:00:00+01:00,1277,234.0,2852,3016,0.0,16.0
63996,2024-03-11 07:00:00+01:00,1977,258.0,2701,3020,40.0,15.0
63997,2024-03-11 08:00:00+01:00,1481,239.0,2557,3021,339.0,11.0
63998,2024-03-11 09:00:00+01:00,1118,200.0,2303,3020,613.0,7.0
63999,2024-03-11 10:00:00+01:00,949,176.0,2128,3019,493.0,4.0
64000,2024-03-11 11:00:00+01:00,826,160.0,1959,3017,741.0,3.0
64001,2024-03-11 12:00:00+01:00,383,161.0,1653,3014,1340.0,3.0
64002,2024-03-11 13:00:00+01:00,446,160.0,1670,3008,1484.0,3.0
64003,2024-03-11 14:00:00+01:00,522,167.0,1794,3009,1708.0,3.0
64004,2024-03-11 15:00:00+01:00,1346,169.0,1949,3007,1197.0,5.0
64005,2024-03-11 16:00:00+01:00,1571,189.0,2256,3006,275.0,9.0
64006,2024-03-11 17:00:00+01:00,1941,245.0,2579,3007,44.0,7.0
64007,2024-03-11 18:00:00+01:00,2319,235.0,2726,3007,60.0,12.0
64008,2024-03-11 19:00:00+01:00,2223,221.0,2755,3009,0.0,18.0
64009,2024-03-11 20:00:00+01:00,1410,182.0,2398,3011,0.0,21.0
64010,2024-03-11 21:00:00+01:00,1310,169.0,2330,3013,0.0,23.0
64011,2024-03-11 22:00:00+01:00,878,155.0,2132,3013,0.0,26.0
64012,2024-03-11 23:00:00+01:00,507,155.0,1770,3014,0.0,25.0
64013,2024-03-12 00:00:00+01:00,299,157.0,1224,3016,0.0,26.0
64014,2024-03-12 01:00:00+01:00,221,160.0,977,3016,0.0,21.0
64015,2024-03-12 02:00:00+01:00,184,164.0,909,3016,0.0,20.0
64016,2024-03-12 03:00:00+01:00,183,151.0,854,3017,0.0,20.0
64017,2024-03-12 04:00:00+01:00,223,151.0,871,3019,0.0,16.0
64018,2024-03-12 05:00:00+01:00,401,135.0,1280,3016,0.0,15.0
64019,2024-03-12 06:00:00+01:00,1453,192.0,2413,3014,0.0,18.0
64020,2024-03-12 07:00:00+01:00,1778,240.0,2570,3014,14.0,20.0
64021,2024-03-12 08:00:00+01:00,2005,253.0,2567,3015,154.0,19.0
64022,2024-03-12 09:00:00+01:00,1803,251.0,2370,3017,652.0,20.0
64023,2024-03-12 10:00:00+01:00,1448,200.0,2246,3013,763.0,22.0
64024,2024-03-12 11:00:00+01:00,905,178.0,1893,3011,559.0,23.0
64025,2024-03-12 12:00:00+01:00,447,165.0,1358,3010,644.0,21.0
64026,2024-03-12 13:00:00+01:00,511,169.0,1754,3010,405.0,23.0
64027,2024-03-12 14:00:00+01:00,889,173.0,2133,3010,558.0,18.0
64028,2024-03-12 15:00:00+01:00,1466,201.0,2442,3011,540.0,18.0
64029,2024-03-12 16:00:00+01:00,1790,200.0,2588,3011,277.0,17.0
64030,2024-03-12 17:00:00+01:00,1583,251.0,2701,3010,66.0,21.0
64031,2024-03-12 18:00:00+01:00,2030,262.0,2793,2996,1.0,23.0
64032,2024-03-12 19:00:00+01:00,2070,258.0,2705,3000,0.0,23.0
64033,2024-03-12 20:00:00+01:00,1872,256.0,2437,3005,0.0,29.0
64034,2024-03-12 21:00:00+01:00,1297,183.0,2228,3003,0.0,26.0
64035,2024-03-12 22:00:00+01:00,600,157.0,1789,3001,0.0,34.0
64036,2024-03-12 23:00:00+01:00,408,156.0,1216,3004,0.0,29.0
64037,2024-03-13 00:00:00+01:00,172,181.0,713,3003,0.0,26.0
64038,2024-03-13 01:00:00+01:00,149,159.0,843,3006,0.0,29.0
64039,2024-03-13 02:00:00+01:00,145,158.0,816,3004,0.0,32.0
64040,2024-03-13 03:00:00+01:00,127,157.0,751,3003,0.0,30.0
64041,2024-03-13 04:00:00+01:00,129,162.0,727,3003,0.0,29.0
64042,2024-03-13 05:00:00+01:00,266,177.0,1066,3001,0.0,26.0
64043,2024-03-13 06:00:00+01:00,1196,206.0,2573,3000,0.0,23.0
64044,2024-03-13 07:00:00+01:00,2033,263.0,2657,2999,34.0,25.0
64045,2024-03-13 08:00:00+01:00,2195,267.0,2708,2998,331.0,19.0
64046,2024-03-13 09:00:00+01:00,1788,262.0,2506,2997,435.0,13.0
64047,2024-03-13 10:00:00+01:00,933,204.0,2013,2997,830.0,7.0
64048,2024-03-13 11:00:00+01:00,635,218.0,1625,2996,1290.0,6.0
64049,2024-03-13 12:00:00+01:00,379,198.0,1356,2996,818.0,6.0
64050,2024-03-13 13:00:00+01:00,397,210.0,1336,2994,478.0,7.0
64051,2024-03-13 14:00:00+01:00,784,235.0,1541,2991,735.0,6.0
64052,2024-03-13 15:00:00+01:00,992,224.0,1581,2992,794.0,4.0
64053,2024-03-13 16:00:00+01:00,1473,239.0,2330,2991,875.0,3.0
64054,2024-03-13 17:00:00+01:00,1765,298.0,2674,2991,356.0,3.0
64055,2024-03-13 18:00:00+01:00,2145,293.0,2795,2989,56.0,2.0
64056,2024-03-13 19:00:00+01:00,2116,304.0,2831,2992,0.0,3.0
64057,2024-03-13 20:00:00+01:00,1971,271.0,2728,2996,0.0,4.0
64058,2024-03-13 21:00:00+01:00,1381,233.0,2342,2998,0.0,8.0
64059,2024-03-13 22:00:00+01:00,1031,229.0,1921,2999,0.0,7.0
64060,2024-03-13 23:00:00+01:00,494,230.0,1116,3002,0.0,8.0
64061,2024-03-14 00:00:00+01:00,236,227.0,837,3002,0.0,9.0
64062,2024-03-14 01:00:00+01:00,105,208.0,783,3004,0.0,7.0
64063,2024-03-14 02:00:00+01:00,114,208.0,703,3005,0.0,8.0
64064,2024-03-14 03:00:00+01:00,86,212.0,645,3005,0.0,7.0
64065,2024-03-14 04:00:00+01:00,112,215.0,657,3004,0.0,6.0
64066,2024-03-14 05:00:00+01:00,267,219.0,1039,3005,0.0,7.0
64067,2024-03-14 06:00:00+01:00,1134,245.0,2276,3004,0.0,7.0
64068,2024-03-14 07:00:00+01:00,1882,296.0,2473,3003,31.0,13.0
64069,2024-03-14 08:00:00+01:00,1694,276.0,2462,3003,165.0,18.0
64070,2024-03-14 09:00:00+01:00,781,215.0,1713,3013,443.0,13.0
64071,2024-03-14 10:00:00+01:00,327,210.0,1154,3021,759.0,8.0
64072,2024-03-14 11:00:00+01:00,321,201.0,851,3019,1465.0,4.0
64073,2024-03-14 12:00:00+01:00,135,197.0,586,3009,2174.0,3.0
64074,2024-03-14 13:00:00+01:00,136,191.0,593,3001,2367.0,2.0
64075,2024-03-14 14:00:00+01:00,164,210.0,721,2998,2153.0,3.0
64076,2024-03-14 15:00:00+01:00,337,219.0,1129,2995,1690.0,3.0
64077,2024-03-14 16:00:00+01:00,797,240.0,1953,2991,955.0,2.0
64078,2024-03-14 17:00:00+01:00,1763,317.0,2488,2991,345.0,2.0
64079,2024-03-14 18:00:00+01:00,2145,301.0,2652,2991,63.0,2.0
64080,2024-03-14 19:00:00+01:00,2084,288.0,2524,2994,0.0,5.0
64081,2024-03-14 20:00:00+01:00,1683,233.0,2415,2998,0.0,12.0
64082,2024-03-14 21:00:00+01:00,883,237.0,1993,3002,0.0,23.0
64083,2024-03-14 22:00:00+01:00,854,244.0,1805,3004,0.0,28.0
64084,2024-03-14 23:00:00+01:00,532,253.0,1311,3009,0.0,28.0
64085,2024-03-15 00:00:00+01:00,186,242.0,1205,3008,0.0,28.0
64086,2024-03-15 01:00:00+01:00,208,238.0,1015,3010,0.0,28.0
64087,2024-03-15 02:00:00+01:00,200,217.0,896,3009,0.0,26.0
64088,2024-03-15 03:00:00+01:00,145,199.0,898,3011,0.0,28.0
64089,2024-03-15 04:00:00+01:00,179,212.0,898,3011,0.0,29.0
64090,2024-03-15 05:00:00+01:00,323,216.0,1107,3011,0.0,23.0
64091,2024-03-15 06:00:00+01:00,817,251.0,1611,3007,0.0,18.0
64092,2024-03-15 07:00:00+01:00,1398,281.0,1978,3009,70.0,22.0
64093,2024-03-15 08:00:00+01:00,1394,250.0,1877,3007,552.0,18.0
64094,2024-03-15 09:00:00+01:00,1027,211.0,1643,3005,1287.0,16.0
64095,2024-03-15 10:00:00+01:00,907,199.0,1517,2998,1236.0,15.0
64096,2024-03-15 11:00:00+01:00,886,196.0,1426,2994,1028.0,23.0
64097,2024-03-15 12:00:00+01:00,756,193.0,1389,2994,1033.0,24.0
64098,2024-03-15 13:00:00+01:00,698,192.0,1409,2993,1014.0,26.0
64099,2024-03-15 14:00:00+01:00,613,195.0,1461,2993,1751.0,28.0
64100,2024-03-15 15:00:00+01:00,706,198.0,1517,2991,1686.0,26.0
64101,2024-03-15 16:00:00+01:00,649,216.0,1461,2991,739.0,19.0
64102,2024-03-15 17:00:00+01:00,1206,238.0,2060,2992,390.0,19.0
64103,2024-03-15 18:00:00+01:00,1588,289.0,2476,2991,30.0,27.0
64104,2024-03-15 19:00:00+01:00,1600,237.0,2538,2993,0.0,32.0
64105,2024-03-15 20:00:00+01:00,1013,214.0,1974,2995,0.0,30.0
64106,2024-03-15 21:00:00+01:00,454,203.0,1336,2997,0.0,24.0
64107,2024-03-15 22:00:00+01:00,281,200.0,1181,3003,0.0,20.0
64108,2024-03-15 23:00:00+01:00,280,202.0,811,3007,0.0,20.0
64109,2024-03-16 00:00:00+01:00,287,201.0,1045,3007,0.0,33.0
64110,2024-03-16 01:00:00+01:00,183,194.0,984,3008,0.0,35.0
64111,2024-03-16 02:00:00+01:00,157,201.0,833,3008,0.0,35.0
64112,2024-03-16 03:00:00+01:00,72,206.0,759,3006,0.0,28.0
64113,2024-03-16 04:00:00+01:00,80,205.0,665,3004,0.0,38.0
64114,2024-03-16 05:00:00+01:00,146,232.0,629,3005,0.0,29.0
64115,2024-03-16 06:00:00+01:00,297,231.0,579,3003,0.0,23.0
64116,2024-03-16 07:00:00+01:00,268,237.0,579,3004,75.0,26.0
64117,2024-03-16 08:00:00+01:00,236,232.0,582,3003,350.0,31.0
64118,2024-03-16 09:00:00+01:00,140,230.0,526,3005,739.0,27.0
64119,2024-03-16 10:00:00+01:00,171,226.0,517,3001,1616.0,28.0
64120,2024-03-16 11:00:00+01:00,111,228.0,359,3000,2163.0,31.0
64121,2024-03-16 12:00:00+01:00,122,225.0,250,3000,1783.0,26.0
64122,2024-03-16 13:00:00+01:00,101,222.0,210,2999,1956.0,22.0
64123,2024-03-16 14:00:00+01:00,86,247.0,228,2999,1913.0,22.0
64124,2024-03-16 15:00:00+01:00,91,224.0,313,2996,1178.0,26.0
64125,2024-03-16 16:00:00+01:00,232,237.0,829,2996,763.0,27.0
64126,2024-03-16 17:00:00+01:00,853,234.0,1161,2999,378.0,21.0
64127,2024-03-16 18:00:00+01:00,1430,240.0,2325,3000,33.0,18.0
64128,2024-03-16 19:00:00+01:00,1798,269.0,2583,2999,0.0,15.0
64129,2024-03-16 20:00:00+01:00,1331,253.0,1860,3000,0.0,14.0
64130,2024-03-16 21:00:00+01:00,688,233.0,1036,3004,0.0,17.0
64131,2024-03-16 22:00:00+01:00,471,223.0,1219,3008,0.0,14.0
64132,2024-03-16 23:00:00+01:00,232,234.0,504,3009,0.0,12.0
64133,2024-03-17 00:00:00+01:00,82,216.0,501,3009,0.0,7.0
64134,2024-03-17 01:00:00+01:00,87,216.0,360,3011,0.0,6.0
64135,2024-03-17 02:00:00+01:00,95,211.0,303,3012,0.0,4.0
64136,2024-03-17 03:00:00+01:00,123,213.0,267,3013,0.0,3.0
64137,2024-03-17 04:00:00+01:00,90,223.0,273,3012,0.0,2.0
64138,2024-03-17 05:00:00+01:00,167,222.0,436,3012,0.0,3.0
64139,2024-03-17 06:00:00+01:00,141,226.0,571,3013,0.0,5.0
64140,2024-03-17 07:00:00+01:00,124,223.0,278,3014,101.0,8.0
64141,2024-03-17 08:00:00+01:00,98,222.0,267,3015,224.0,12.0
64142,2024-03-17 09:00:00+01:00,115,222.0,309,3019,454.0,9.0
64143,2024-03-17 10:00:00+01:00,155,222.0,335,3011,696.0,8.0
64144,2024-03-17 11:00:00+01:00,198,227.0,287,3009,899.0,6.0
64145,2024-03-17 12:00:00+01:00,150,224.0,273,3008,1395.0,3.0
64146,2024-03-17 13:00:00+01:00,146,241.0,263,3005,1203.0,3.0
64147,2024-03-17 14:00:00+01:00,99,226.0,243,3003,711.0,2.0
64148,2024-03-17 15:00:00+01:00,116,213.0,252,3003,683.0,1.0
64149,2024-03-17 16:00:00+01:00,311,245.0,574,3001,452.0,2.0
64150,2024-03-17 17:00:00+01:00,645,231.0,1294,996,211.0,1.0
64151,2024-03-17 18:00:00+01:00,1036,227.0,1865,996,24.0,4.0
64152,2024-03-17 19:00:00+01:00,1013,270.0,1869,996,0.0,6.0
64153,2024-03-17 20:00:00+01:00,624,257.0,1354,996,0.0,14.0
64154,2024-03-17 21:00:00+01:00,378,221.0,1086,997,0.0,19.0
64155,2024-03-17 22:00:00+01:00,202,208.0,981,998,0.0,14.0
64156,2024-03-17 23:00:00+01:00,76,210.0,513,997,0.0,15.0
64157,2024-03-18 00:00:00+01:00,13,230.0,304,998,0.0,20.0
64158,2024-03-18 01:00:00+01:00,151,214.0,265,998,0.0,12.0
64159,2024-03-18 02:00:00+01:00,8,208.0,250,999,0.0,10.0
64160,2024-03-18 03:00:00+01:00,4,208.0,258,998,0.0,18.0
64161,2024-03-18 04:00:00+01:00,33,224.0,348,999,0.0,23.0
64162,2024-03-18 05:00:00+01:00,296,221.0,461,999,0.0,18.0
64163,2024-03-18 06:00:00+01:00,440,252.0,1344,998,0.0,14.0
64164,2024-03-18 07:00:00+01:00,814,339.0,1995,998,1.0,13.0
64165,2024-03-18 08:00:00+01:00,1034,311.0,1969,1007,26.0,9.0
64166,2024-03-18 09:00:00+01:00,532,291.0,1826,1006,89.0,15.0
64167,2024-03-18 10:00:00+01:00,501,266.0,1045,1007,238.0,10.0
64168,2024-03-18 11:00:00+01:00,484,263.0,1039,1007,849.0,5.0
64169,2024-03-18 12:00:00+01:00,581,255.0,654,1005,2001.0,4.0
64170,2024-03-18 13:00:00+01:00,477,232.0,672,1004,1311.0,10.0
64171,2024-03-18 14:00:00+01:00,476,242.0,701,1000,1065.0,14.0
64172,2024-03-18 15:00:00+01:00,520,251.0,973,998,818.0,12.0
64173,2024-03-18 16:00:00+01:00,528,272.0,1886,993,1229.0,11.0
64174,2024-03-18 17:00:00+01:00,721,320.0,2082,993,408.0,11.0
64175,2024-03-18 18:00:00+01:00,831,319.0,2158,993,57.0,9.0
64176,2024-03-18 19:00:00+01:00,872,317.0,2061,993,0.0,7.0
64177,2024-03-18 20:00:00+01:00,589,253.0,2065,993,0.0,4.0
64178,2024-03-18 21:00:00+01:00,541,253.0,1924,994,0.0,4.0
64179,2024-03-18 22:00:00+01:00,436,224.0,1425,995,0.0,4.0
64180,2024-03-18 23:00:00+01:00,365,225.0,776,996,0.0,2.0
64181,2024-03-19 00:00:00+01:00,127,223.0,593,996,0.0,1.0
64182,2024-03-19 01:00:00+01:00,1,228.0,573,997,0.0,1.0
64183,2024-03-19 02:00:00+01:00,0,234.0,496,997,0.0,1.0
64184,2024-03-19 03:00:00+01:00,0,240.0,359,997,0.0,0.0
64185,2024-03-19 04:00:00+01:00,8,249.0,419,999,0.0,0.0
64186,2024-03-19 05:00:00+01:00,202,242.0,675,1008,0.0,1.0
64187,2024-03-19 06:00:00+01:00,557,260.0,1810,1007,0.0,3.0
64188,2024-03-19 07:00:00+01:00,674,306.0,1978,1008,64.0,4.0
64189,2024-03-19 08:00:00+01:00,714,300.0,1928,1008,187.0,3.0
64190,2024-03-19 09:00:00+01:00,448,274.0,1077,1009,294.0,3.0
64191,2024-03-19 10:00:00+01:00,189,264.0,412,1010,520.0,1.0
64192,2024-03-19 11:00:00+01:00,85,233.0,390,1010,890.0,1.0
64193,2024-03-19 12:00:00+01:00,74,223.0,283,1008,2117.0,1.0
64194,2024-03-19 13:00:00+01:00,127,237.0,521,3009,1939.0,5.0
64195,2024-03-19 14:00:00+01:00,158,232.0,592,3009,1331.0,6.0
64196,2024-03-19 15:00:00+01:00,186,244.0,773,1002,1806.0,7.0
